S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",Rourkela Municipal Corporation,MC/RMC/38/2025,2025_RMC_119935_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,23-Oct-2025 02:00 PM,03-Nov-2025 11:00 AM,23-Oct-2025 02:00 PM,01-Nov-2025 05:00 PM,NA ,NA ,23-Oct-2025 02:00 PM,01-Nov-2025 05:00 PM,"Supply, installation and commissioning of 2nos. 16 mtr. Long highmast fitting inside Reserve Police and SP Office campus, Rourkela",Electrical,Please refer Tender documents. ,NA ,"10,24,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"10,240",Yes,fixed,,Nil,Nil,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",AOC,Finance,EMD refund,Birendra Nanda,03-Jan-2026 11:08 AM,finance_557656.pdf,BOQ Comparative Chart,1,3170815,EDITION INTERNATIONAL,31-Oct-2025 08:19 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,03-Jan-2026 11:14 AM,techsummary_557656.pdf (917.05 KB),03-Jan-2026,"INR 870,197.3",30.0,Birendra Nanda,03-Jan-2026 11:29 AM,BID38.pdf (917.00 KB),Awarded to Rakesh Pattanaik,1.0,3170421.0,RAKESH PATTANAYAK,INR,"870,197.3",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,03-Jan-2026 11:23 AM,finsummary_557656.pdf (917.05 KB),Rourkela Municipal Corporation,2025_RMC_119935_2,MC/RMC/38/2025,"Supply, installation and commissioning of 2nos. 16 mtr. Long highmast fitting inside Reserve Police and SP Office campus, Rourkela",AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3162098,JAGANNATH ENTERPRISES,29-Oct-2025 04:52 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3153389,JBS ENTERPRISES,26-Oct-2025 10:51 AM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3169735,JUPITER ENGINEERS,31-Oct-2025 02:10 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3167845,MANOJ KUMAR BHUYAN,30-Oct-2025 02:16 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3168905,M/S AJAY KUMAR DAS,30-Oct-2025 09:51 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3166652,M/s. EASTERN ENGINEERING,30-Oct-2025 11:17 AM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3162103,M/S GANGA ELECTRIC,28-Oct-2025 10:37 AM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3148846,M/s.TULSHI ENTERPRISES,25-Oct-2025 11:24 AM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3170764,NARAYANI CONSTRUCTION,31-Oct-2025 07:56 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
