Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",S/R to Sibatalla Lukapada to Jrajaring from ch. 0/000 to 3/785 Km,Civil S/R Road work,Please refer Tender documents. ,NA ,"50,42,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,22-Nov-2025 09:00 AM,01-Dec-2025 11:00 AM,22-Nov-2025 09:00 AM,29-Nov-2025 05:00 PM,22-Nov-2025 09:00 AM ,28-Nov-2025 04:00 PM ,22-Nov-2025 09:00 AM,29-Nov-2025 05:00 PM,12-Dec-2025 11:00 AM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-10 of 2025-26.,2025_CERWI_121764_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"50,420",Yes,fixed,,Nil,Nil,AOC,Er Subhrata Meher,Internal,,Subhrata Meher,12-Jan-2026 08:35 PM,finsummary_566395.pdf (244.75 KB),Technical,19 Bidders,Subhrata Meher,06-Dec-2025 04:46 PM,,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_121764_2,BI No.Tender Online SNPR-10 of 2025-26.,S/R to Sibatalla Lukapada to Jrajaring from ch. 0/000 to 3/785 Km,1.0,3265812.0,DEBASHIS RAUL,INR,"4,286,333",12-Jan-2026,"INR 4,286,333",90.0,Subhrata Meher,12-Jan-2026 08:37 PM,Result.pdf (543.00 KB),1,3265275,AMARENDRA NARAYAN SUAR,28-Nov-2025 08:58 PM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,Finance,19 Bidders,Subhrata Meher,17-Dec-2025 12:45 PM,,BOQ Comparative Chart,Er Subhrata Meher,Internal,,Rojina Rout,11-Dec-2025 08:39 PM,12-Dec-2025 11:00 AM,techsummary_566395.pdf (245.50 KB),AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3262401,BIGHNARAJ PRADHANI,28-Nov-2025 02:02 PM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3265614,DEBABRATA BRAHMA,29-Nov-2025 09:34 AM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3260266,Debaranjan Tripathy,28-Nov-2025 09:06 AM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3265812,DEBASHIS RAUL,29-Nov-2025 11:43 AM,Accepted-AOC,Work awarded in regular lottery system,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3266319,DHIRENDRA KUMAR PATEL,29-Nov-2025 02:02 PM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3261292,JAGABANDHU DANDIA,27-Nov-2025 06:58 PM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3260506,KRISHNA KUMAR AGRAWAL,27-Nov-2025 05:04 PM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3265847,Mahendra Padhan,29-Nov-2025 12:38 PM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3257406,Minakshi Mishra,28-Nov-2025 09:34 AM,Rejected-AOC,Rejected,12-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
