Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Superintending Engineer,O/O Superintending Engineer Kalahandi R and B Division Bhawnipatna,"35,477",Yes,percentage,1.0%,Nil,Nil,20-Feb-2025 09:00 AM,28-Feb-2025 11:00 AM,20-Feb-2025 09:00 AM,27-Feb-2025 05:00 PM,20-Feb-2025 09:00 AM ,24-Feb-2025 05:00 PM ,20-Feb-2025 09:00 AM,27-Feb-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor RC, PAN, GSTIN, Affidavits under taking other documents as per DTCN","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-11/2024-2025,2025_EICCL_110953_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of 20 Bedded Dormitory work shop, office and other for set up of new ARC at Bhawanipatna in the District of Kalahandi.",Building,Please refer Tender documents. ,NA ,"35,47,665",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bhawanipatna Kalahandi,766001.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division Bhawnipatna,No ,No,AOC,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2025_EICCL_110953_7,BC KLD-11/2024-2025,"Construction of 20 Bedded Dormitory work shop, office and other for set up of new ARC at Bhawanipatna in the District of Kalahandi.",Superintending Engineer,Internal,,Shibaji Pradhan,02-Jan-2026 07:00 PM,finsummary_530908.pdf (854.97 KB),Finance,23 no. of bidders,Shibaji Pradhan,02-Mar-2025 10:33 AM,,BOQ Comparative Chart,1.0,2839024.0,ANKIT KUMAR AGRAWAL,INR,"3,015,870.289",1,2839525,ABHISEK NAYAK,27-Feb-2025 01:28 PM,Rejected-Finance,Disqualified,02-Jan-2026 07:00 PM,02-Jan-2026,"INR 3,015,870.289",180.0,Shibaji Pradhan,02-Jan-2026 07:02 PM,24p1.pdf (855.00 KB),Superintending Engineer,Internal,,Shibaji Pradhan,03-May-2025 11:07 AM,techsummary_530908.pdf (476.74 KB),AOC
,,,,,,,,,,,,,,,,,,.xls,Bill Of Quantity,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2839646,ABINASH MAHANAND,27-Feb-2025 03:25 PM,Rejected-Finance,Disqualified,02-Jan-2026 07:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2836386,AJAYA KUMAR BOHIDAR,26-Feb-2025 07:27 PM,Rejected-Finance,Disqualified,02-Jan-2026 07:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2839024,ANKIT KUMAR AGRAWAL,27-Feb-2025 11:02 AM,Accepted-AOC,1st lowest bidders,02-Jan-2026 07:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2840633,ANMOL AGRAWAL,27-Feb-2025 04:42 PM,Rejected-Technical,Disqualified,03-May-2025 11:07 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2840444,ASHOK KUMAR NEGI,27-Feb-2025 04:15 PM,Rejected-Technical,Disqualified,03-May-2025 11:07 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2837020,BENUDHAR NAIK,26-Feb-2025 04:36 PM,Rejected-Technical,Disqualified,03-May-2025 11:07 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2839176,Bhakta Charan Bhoi,27-Feb-2025 07:26 AM,Rejected-Finance,Disqualified,02-Jan-2026 07:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2839054,BIKASH RANJAN BABU,27-Feb-2025 08:12 AM,Rejected-Finance,Disqualified,02-Jan-2026 07:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2836164,B. Surya Narayan Senapati,27-Feb-2025 06:09 AM,Rejected-Finance,Disqualified,02-Jan-2026 07:00 PM,,,,,,,,,,,,,AOC
