S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3263548,MANAS RANJAN MOHARANA,28-Nov-2025 01:49 PM,Rejected-Technical,Technically not Qualified,05-Dec-2025 08:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3263827,P ATISH PRASAD,28-Nov-2025 02:51 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3262385,PRADEEPTA BADAJENA,28-Nov-2025 10:10 AM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3250214,PRAVAKAR SAHOO,24-Nov-2025 12:47 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3260955,RAJESH KUMAR PARIDA,27-Nov-2025 10:28 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3262636,RAJIBA LOCHAN PATRA,28-Nov-2025 11:39 AM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3261895,RANJAN KUMAR SRICHANDAN,27-Nov-2025 10:48 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3263988,RASHMIRANJAN BARIK,28-Nov-2025 03:17 PM,Rejected-Technical,Technically Not Qualified,05-Dec-2025 08:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3263716,SATYAJIT SAHOO,28-Nov-2025 02:21 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3260692,SHAKTI PRASAD DASH,28-Nov-2025 03:46 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3262648,SHIBANI SANKAR ACHARYA,28-Nov-2025 02:31 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3263294,SOUMYAJIT MOHAPATRA,28-Nov-2025 01:17 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3263407,SUBHASHREE SWAIN,28-Nov-2025 01:42 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3255395,SUDHIR BHOI,26-Nov-2025 09:59 AM,Accepted-AOC,"L1 bid of Sri SUDHIR BHOI selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",25-Jan-2026 06:33 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3261863,SUSANT SWAIN,28-Nov-2025 01:33 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3263853,SUSHREE ANARKALI,28-Nov-2025 02:51 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3261647,SUSOBHAN SAMANTARAY,27-Nov-2025 08:40 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3262173,SWAYAM PRAKASH BEHERA,28-Nov-2025 07:57 AM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
