S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,"82,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,GSTIN PAN Contractor R.C Affidavits undertakings Bid declaration No Relation Certificate,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 05 of 2025-26,2025_CELBB_121201_20,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"Superintending Engineer., Nimapara Irr Divn.","Office of the Superintending Engineer Nimapara Irrigation Division, Nimapara Puri.",14-Nov-2025 11:00 AM,29-Nov-2025 11:00 AM,14-Nov-2025 11:00 AM,28-Nov-2025 05:30 PM,14-Nov-2025 11:00 AM ,23-Nov-2025 05:30 PM ,14-Nov-2025 11:00 AM,28-Nov-2025 05:30 PM,06-Dec-2025 11:00 AM,NID-168- Improvement to road on left bank of Chandanpur Branch Canal from Chaka Balanga to Nahamanga.,Improvement to road on left bank of Chandanpur Branch Canal from Chaka Balanga to Nahamanga.,Please refer Tender Documents ,NA ,"82,24,528",Civil Works - Canal,Canal ,Tender,90.0,180.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,AOC,Technical,All the bids are downloaded successfully.,SATYENDRA PARIDA,01-Dec-2025 12:03 PM,technical_564165.pdf,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",BISHAL KESHARI SINGH,30-Dec-2025 06:34 PM,finsummary_564165.pdf (215.35 KB),Finance,All the bidders have been downloaded successfully.,BISHAL KESHARI SINGH,08-Dec-2025 09:05 PM,finance_564165.pdf,BOQ Comparative Chart,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Pritam Pothal,05-Dec-2025 08:02 PM,06-Dec-2025 11:00 AM,techsummary_564165.pdf (731.93 KB),25-Jan-2026,"INR 8,224,528",180.0,Pritam Pothal,25-Jan-2026 06:33 PM,NID168.pdf (994.00 KB),"L1 bid of Sri SUDHIR BHOI selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",1,3262051,AJAY KUMAR BEHERA,28-Nov-2025 01:15 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,1.0,3255395.0,SUDHIR BHOI,INR,"8,224,528","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_121201_20,e-Procurement Notice No.- 05 of 2025-26,NID-168- Improvement to road on left bank of Chandanpur Branch Canal from Chaka Balanga to Nahamanga.,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,any other document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3263190,ANJALI SAHOO,28-Nov-2025 12:56 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3261113,BHABANI SANKAR SWAIN,27-Nov-2025 05:47 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3260084,BISWAJIT PRADHAN,28-Nov-2025 05:19 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3262367,CHANDRAKANT RAY,28-Nov-2025 10:01 AM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3247849,CLAVAX POWER PRIVATE LIMITED,26-Nov-2025 06:02 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3260365,DEEPAK PRASA BARIK,27-Nov-2025 03:14 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3260335,GANDHARB NAYAK,28-Nov-2025 12:31 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3257475,GATIKRUSHNA MISHRA,28-Nov-2025 10:01 AM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3262883,GITANJALI SWAIN,28-Nov-2025 12:03 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3264588,GURU PRASAD MOHARANA,28-Nov-2025 04:58 PM,Rejected-Finance,Not won in the transparent Lottery,30-Dec-2025 06:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3258784,KAJAL SENAPATI,26-Nov-2025 10:16 PM,Rejected-Technical,Technically not Qualified,05-Dec-2025 08:02 PM,,,,,,,,,,AOC
