Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 08 /2025-26,2025_EICCL_118168_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"15,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender paper,EMD,PAN,GST,Affidavit,other documents as per DTCN",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Electrical Renovation work at CHC Building Chandrapur,Electrical Work,Please refer tender document ,NA ,"14,40,932",Electrical Works,NA ,Tender,90.0,60.0,Chandrapur,765011.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,SE R and B Division No-II,Office of SE R and B Division No-II,22-Sep-2025 04:30 PM,09-Oct-2025 11:00 AM,22-Sep-2025 04:30 PM,08-Oct-2025 05:00 PM,NA ,NA ,22-Sep-2025 04:30 PM,08-Oct-2025 05:00 PM,AOC,16-Jan-2026,"INR 1,224,936",60.0,Durga Madhaba Padhi,16-Jan-2026 11:57 PM,ER_Chandrapur_WO.pdf (447.00 KB),"Work is award to Sri Arman Engg, Projects Pvt.Ltd through transparent lottery system,Vid Work order No -6605,Dt -29.12.2025 of R and B Division -II, Rayagada",1,3114928,Ampere india associates,07-Oct-2025 07:40 PM,Rejected-AOC,First Lowest,16-Jan-2026 11:58 PM,SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,16-Jan-2026 11:33 PM,techsummary_552919.pdf (414.65 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2025_EICCL_118168_3,RC(RANDB) RGD NO. II/ 08 /2025-26,Electrical Renovation work at CHC Building Chandrapur,SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,16-Jan-2026 11:43 PM,finsummary_552919.pdf (414.65 KB),Finance,Tender Opened,Durga Madhaba Padhi,16-Jan-2026 11:27 PM,finance_552919.pdf,BOQ Comparative Chart,1.0,3113833.0,ARMAN ENGINEERING PROJECTS PRIVATE LIMITED,INR,"1,224,936",AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quatity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3113833,ARMAN ENGINEERING PROJECTS PRIVATE LIMITED,07-Oct-2025 11:56 AM,Accepted-AOC,First Lowest and awarded through transparent lottery system,16-Jan-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3116794,ASISH KUMAR PATTNAIK,08-Oct-2025 04:51 PM,Rejected-Finance,Second Lowest,16-Jan-2026 11:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3115980,BHUJABALA PATEL,08-Oct-2025 04:49 PM,Rejected-AOC,First Lowest,16-Jan-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3115914,KIKSHORE MOHAN PANI,08-Oct-2025 12:52 PM,Rejected-AOC,First Lowest,16-Jan-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3100934,M/s. Aditya Electricals,26-Sep-2025 01:37 PM,Rejected-AOC,First Lowest,16-Jan-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3114393,M/S Mahaveer Electricals,07-Oct-2025 03:58 PM,Rejected-AOC,First Lowest,16-Jan-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3113588,ONE STEP SOLUTIONS,07-Oct-2025 09:50 AM,Rejected-AOC,First Lowest,16-Jan-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3098529,Rajendra Jena,27-Sep-2025 01:22 PM,Rejected-AOC,First Lowest,16-Jan-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3104827,RANJAN KUMAR SAHU,01-Oct-2025 06:55 PM,Rejected-AOC,First Lowest,16-Jan-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
