Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Executive Engineer,"O/o the Executive Engineer,R.W. Division, Bonai",1.0,ICICI BANK,CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,ONLINE-EEBNI-02 of 2025-26,2025_CERWI_120310_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,30-Oct-2025 10:00 AM,14-Nov-2025 11:00 AM,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,30-Oct-2025 10:00 AM ,12-Nov-2025 05:00 PM ,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,"5,080",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits, NRC and required documents as DTCN","4,000",0.0,Nil,Nil,No,S/R to Road from L036-Banki to Badbhutta in the district of Sundargarh for the year 2025-26,S/R to Road from L036-Banki to Badbhutta in the district of Sundargarh for the year 2025-26,Please refer Tender documents. ,NA ,"5,08,242",Civil Works - Roads,NA ,Tender,90.0,60.0,Bonai,770038.0,NA ,NA ,NA ,"O/o the Executive Engineer,R.W. Division, Bonai",No ,No,AOC,Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,16-Dec-2025 06:33 PM,finsummary_559878.pdf (721.15 KB),Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,16-Dec-2025 06:30 PM,techsummary_559878.pdf (721.15 KB),20-Jan-2026,"INR 432,056",60.0,Jajati Keshari Gadanayak,26-Jan-2026 07:48 AM,4.pdf (954.00 KB),Awarded,1,3221275,KESHAB CHANDRA PATRA,13-Nov-2025 01:41 PM,Rejected-Finance,By transparent lottery,16-Dec-2025 06:33 PM,1.0,3219748.0,PIRU CHARAN MURMU,INR,"432,056",CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,2025_CERWI_120310_19,ONLINE-EEBNI-02 of 2025-26,S/R to Road from L036-Banki to Badbhutta in the district of Sundargarh for the year 2025-26,Finance,Admitted,Jajati Keshari Gadanayak,16-Dec-2025 06:28 PM,,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3221669,Manoj Gadhei,13-Nov-2025 03:12 PM,Rejected-Technical,No relation certificate,16-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3219748,PIRU CHARAN MURMU,13-Nov-2025 01:21 AM,Accepted-AOC,Awarded,26-Jan-2026 07:48 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3219980,SUMAN JAISWAL,13-Nov-2025 08:48 AM,Rejected-Finance,By transparent lottery,16-Dec-2025 06:33 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3221740,SUSMITA ACHARYA,13-Nov-2025 03:24 PM,Rejected-Finance,By transparent lottery,16-Dec-2025 06:33 PM,,,,,,,,,,,,,,,,AOC
