Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Special repair of bridge and approaches road Jialda Balidunguri for the year 2025-26. Box cell,Special repair of bridge and approaches road Jialda Balidunguri for the year 2025-26. Box cell,Please refer Tender documents. ,NA ,"50,84,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Rairangpur,757043.0,NA ,NA ,NA ,SERWD Rairangpur,No ,No,1.0,Fee/PreQual/Technical,.pdf,tender documents as per DTCN,"50,840",Yes,percentage,1.0%,Nil,Nil,27-Oct-2025 11:00 AM,11-Nov-2025 11:00 AM,27-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,07-Nov-2025 05:00 PM ,27-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,17-Nov-2025 11:30 AM,SERWD Rairangpur,SERWD Rairangpur,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,RWDRRP-09 of 25-26,2025_CERWI_119975_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Technical,open,Sanjeet Kumar Naik,14-Nov-2025 05:04 PM,technical_557926.pdf,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,2025_CERWI_119975_1,RWDRRP-09 of 25-26,Special repair of bridge and approaches road Jialda Balidunguri for the year 2025-26. Box cell,Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,12-Jan-2026 03:26 PM,finsummary_557926.pdf (376.75 KB),1.0,3204974.0,joyram beshra,INR,"4,322,366",1,3206287,AMARENDRA KUMAR BASHA,10-Nov-2025 12:35 PM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,12-Jan-2026,"INR 4,322,366",90.0,Sanjeet Kumar Naik,12-Jan-2026 03:32 PM,6846.pdf (377.00 KB),Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,14-Nov-2025 05:09 PM,17-Nov-2025 11:30 AM,techsummary_557926.pdf (489.47 KB),Finance,open,Sanjeet Kumar Naik,12-Jan-2026 03:19 PM,finance_557926.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3205659,BARENDRA KRISHNA MATAGAJSINGH,10-Nov-2025 02:32 PM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3206387,GAURANGA KUMAR KAR,10-Nov-2025 12:45 PM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3204974,joyram beshra,10-Nov-2025 11:03 AM,Accepted-AOC,Lottery winner,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3205023,KISHAN KUMAR PARIDA,10-Nov-2025 09:33 AM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3206723,RAHUL KUMAR YADAV,10-Nov-2025 01:12 PM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3192022,RAJAT PRAKASH SETHI,07-Nov-2025 06:46 AM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3196952,RAM CHANDA HANSDAH,08-Nov-2025 12:50 PM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3206367,Sandeep kumar rajak,10-Nov-2025 12:47 PM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3207258,SAROJ KUMAR PARIDA,10-Nov-2025 01:57 PM,Rejected-AOC,Lottery,12-Jan-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,AOC
