S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage
1.0,3110511.0,Ranjan Kumar Swain,INR,"142,645",Finance,Bid Opening Summary,Sarita Kumari Charchi,27-Jan-2026 07:43 PM,finance_553434.pdf,BOQ Comparative Chart,"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,28-Jan-2026 01:29 PM,finsummary_553434.pdf (1115.95 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_118397_1,Online / 04/SERWD-1/2025-26,R.W. Sub-Division Office building at Khalikote,"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,28-Jan-2026 01:15 PM,techsummary_553434.pdf (437.63 KB),1,3114076,GANESWAR MISHRA,07-Oct-2025 01:15 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,28-Jan-2026,"INR 142,645",30.0,Sarita Kumari Charchi,28-Jan-2026 01:37 PM,wo.pdf (440.00 KB),40P1/2025-26,AOC,"1,680",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,Online / 04/SERWD-1/2025-26,2025_CERWI_118397_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,600.0,0.0,Nil,Nil,No,R.W. Sub-Division Office building at Khalikote,R.W. Sub-Division Office building at Khalikote,NA ,NA ,"1,68,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Ganjam,760010.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-I, GANJAM, BERHAMPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",26-Sep-2025 11:00 AM,09-Oct-2025 11:30 AM,26-Sep-2025 11:00 AM,08-Oct-2025 06:00 PM,26-Sep-2025 11:00 AM ,06-Oct-2025 03:00 PM ,26-Sep-2025 11:00 AM,08-Oct-2025 06:00 PM,1.0,ICICI BANK,"E.E., R.W. Division No.-I, Ganjam, Berhampur","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3115754,JOGINDRA PALLEI,08-Oct-2025 11:26 AM,Rejected-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3109604,MAMATA KUMARI SATAPATHY,04-Oct-2025 03:43 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3116815,M/S TUTU BEHERA,08-Oct-2025 03:34 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3106353,NAYANI MANDAL,02-Oct-2025 11:05 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3114358,PABITRA BISOYI,07-Oct-2025 04:04 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3110511,Ranjan Kumar Swain,05-Oct-2025 01:04 PM,Accepted-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3116177,Riva Nayak,08-Oct-2025 01:42 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3108889,SUNITA BEHERA,04-Oct-2025 12:36 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
