Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
29-Nov-2025 10:00 AM,09-Dec-2025 11:00 AM,29-Nov-2025 10:00 AM,08-Dec-2025 05:00 PM,NA ,NA ,29-Nov-2025 10:00 AM,08-Dec-2025 05:00 PM,Improvement to Mainsigohiri Check Dam in Tihidi Block of Bhadrak District for the year 2025-26.,Improvement to Mainsigohiri Check Dam in Tihidi Block of Bhadrak District for the year 2025-26.,Please refer Tender documents. ,NA ,"5,63,068",Civil Works - Others,NA ,Tender,90.0,60.0,Tihidi Block,756130.0,NA ,NA ,NA ,Office of the Superintending Engineer Minor Irriga,No ,No,"4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Balasore",SEMIDBLS-07/2025- 26,2025_CEMIB_121937_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,700",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Bid cost, EMD, Valid RC, GSTN, PAN, NRC, Affidavit and any other documents as per DTCN","Superintending Engineer,M.I Division, Balasore",Office of the Superintending Engineer Minor Irrigation Division Balasore Near Fandi Chhaka Balasore 756001,1.0,ICICI BANK,AOC,Superintending Engineer,Internal,"The following persons of this office will act as members of tender committee of this division Smt Rama Dutta, D.A.O. as Member, Er Eleena Mishra, A.E (Estimator)as Member. Er Saraswati Hembram, A.E.",ELEENA MISHRA,12-Jan-2026 01:32 PM,finsummary_567824.pdf (45.92 KB),Superintending Engineer,Internal,"The following persons of this office will act as members of tender committee of this division Smt Rama Dutta, D.A.O. as Member, Er Eleena Mishra, A.E (Estimator)as Member. Er Saraswati Hembram, A.E.",ELEENA MISHRA,12-Jan-2026 01:27 PM,techsummary_567824.pdf (45.92 KB),1,3289643,Dillip Kumar Bal,08-Dec-2025 04:31 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,12-Jan-2026 01:32 PM,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Balasore",2025_CEMIB_121937_27,SEMIDBLS-07/2025- 26,Improvement to Mainsigohiri Check Dam in Tihidi Block of Bhadrak District for the year 2025-26.,1.0,3289509.0,Sujeet Kumar Giri,INR,"478,664",12-Jan-2026,"INR 478,664",60.0,ELEENA MISHRA,12-Jan-2026 01:40 PM,AOCMainsigohiri.pdf (215.00 KB),"As per the result of transparent lottery, the lowest bidder being 14.99%less than the estimated cost put to tender, Sujeet Kumar Giri contractor is declared as winner",Finance,"As per technical evaluation, 4 out of 5 bidders are found to be qualified",ELEENA MISHRA,12-Jan-2026 01:20 PM,finance_567824.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,2,3279738,Kanhei Charan Nayak,04-Dec-2025 06:32 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,12-Jan-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,AOC,,,,,,,,,,,,,3,3284817,NIRAKAR JENA(S.C),08-Dec-2025 10:17 AM,Rejected-Finance,1st lowest tenderer is not Lottery winner,12-Jan-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3289509,Sujeet Kumar Giri,08-Dec-2025 04:18 PM,Accepted-AOC,You have been awarded the contract for this tender,12-Jan-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3289134,UJJAWAL KUMAR NAYAK,08-Dec-2025 02:31 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,12-Jan-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
