Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
31-Dec-2025,"INR 1,016,449",30.0,Kapileswar Singh,22-Jan-2026 04:15 PM,BudhiNallah_Gohitangara.pdf (413.00 KB),CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2025_CERWI_120667_25,NCB 07 OF 2025-26,Special Repair of Bridges and Approaches to Bridge over Budhi Nallah on PWD Road to Gohitangara road for the year 2025-26.,1.0,3221959.0,MAHAVIR CONSTRUCTION,INR,"864,083",1,3218858,ANIL KUMAR NAYAK,12-Nov-2025 07:33 PM,Rejected-AOC,Reject,22-Jan-2026 04:15 PM,Finance,COVER1,Sanjukta Marndi,30-Dec-2025 01:57 PM,finance_561451.pdf,BOQ Comparative Chart,SE,Internal,,Sanjukta Marndi,30-Dec-2025 02:02 PM,finsummary_561451.pdf (827.14 KB),SE,Internal,,Sanjukta Marndi,30-Dec-2025 01:59 PM,techsummary_561451.pdf (827.14 KB),AOC,1.0,ICICI BANK,Special Repair of Bridges and Approaches to Bridge over Budhi Nallah on PWD Road to Gohitangara road for the year 2025-26.,Special Repair of Bridges and Approaches to Bridge over Budhi Nallah on PWD Road to Gohitangara road for the year 2025-26.,Please refer Tender documents. ,NA ,"10,16,000",Civil Works - Roads,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GST AFFIDAVIT AND AS PER ANNEXURE,"10,160",Yes,percentage,1.0%,Nil,Nil,03-Nov-2025 02:30 PM,14-Nov-2025 11:00 AM,03-Nov-2025 02:30 PM,13-Nov-2025 05:00 PM,03-Nov-2025 02:30 PM ,12-Nov-2025 05:00 PM ,03-Nov-2025 02:30 PM,13-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,SUPERINTENDING ENGINEER,"At-Gambharia Po- DD College Near Diary Farm. O/o the SE R.W Division-I, Keonjhar",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 07 OF 2025-26,2025_CERWI_120667_25,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,3218569,AVOY SHANKAR GORAI,12-Nov-2025 06:10 PM,Rejected-AOC,Reject,22-Jan-2026 04:15 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3220872,DUKHABANDHU SETHY,13-Nov-2025 12:44 PM,Rejected-AOC,Reject,22-Jan-2026 04:15 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3221959,MAHAVIR CONSTRUCTION,13-Nov-2025 04:19 PM,Accepted-AOC,Accept,22-Jan-2026 04:15 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3221400,PRITIPRAVA GHADEI,13-Nov-2025 02:02 PM,Rejected-AOC,Reject,22-Jan-2026 04:15 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3219539,SIPU SETHY,12-Nov-2025 11:32 PM,Rejected-AOC,Reject,22-Jan-2026 04:15 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
