Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,Municipal Bodies||Angul Municipality,EO/AGLM-06/2025-26,2025_ORULB_115727_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,"O/O Executive Officer, Angul Municipality",Construction of drain from Gyana house to Maghi cement godown in ward No.2,Construction of drain from Gyana house to Maghi cement godown in ward No.2,Please refer Tender documents. ,NA ,"8,24,434",Civil Works - Others,NA ,Tender,90.0,60.0,Angul,759122.0,NA ,NA ,NA ,"O/O Executive Officer, Angul Municipality",No ,No,1.0,ICICI BANK,"8,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD online, RC, GSTIN,PAN,Affidavit and other document as per DTCN",21-Jul-2025 10:00 AM,02-Aug-2025 11:00 AM,21-Jul-2025 10:00 AM,01-Aug-2025 05:00 PM,NA ,NA ,21-Jul-2025 10:00 AM,01-Aug-2025 05:00 PM,AOC,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson,Angul Municipality,Sri Satya Prakash Tripathy, E.O.,Angul Municipality,Sri Harihar Naik,ATO, Angul,Sri Asit Kumar Nayak, M.E,Angul Municipality",Satya Prakash Tripathy,30-Dec-2025 01:07 PM,finsummary_546622.pdf (678.54 KB),"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson,Angul Municipality,Sri Satya Prakash Tripathy, E.O.,Angul Municipality,Sri Harihar Naik,ATO, Angul,Sri Asit Kumar Nayak, M.E,Angul Municipality",Satya Prakash Tripathy,04-Dec-2025 11:17 AM,techsummary_546622.pdf (584.96 KB),02-Jan-2026,"INR 824,433.93",60.0,Satya Prakash Tripathy,02-Jan-2026 12:25 PM,AOC.pdf (1021.00 KB),Date of agreement 23.10.2025 Date of completion 23.12.2025,1,3020446,DILLIP KUMAR JENA,01-Aug-2025 02:18 PM,Rejected-AOC,Unsuccessful,02-Jan-2026 12:25 PM,Municipal Bodies||Angul Municipality,2025_ORULB_115727_21,EO/AGLM-06/2025-26,Construction of drain from Gyana house to Maghi cement godown in ward No.2,1.0,3018862.0,SUDAMA BHOI,INR,"700,851",Finance,5 no. bidders participated,Satya Prakash Tripathy,05-Aug-2025 11:59 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3020300,Gouri Shankar sethi,01-Aug-2025 01:40 PM,Rejected-AOC,Unsuccessful,02-Jan-2026 12:25 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3019637,SANJAY KUMAR ROUT,01-Aug-2025 12:12 PM,Rejected-AOC,Lottery looser,02-Jan-2026 12:25 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3018862,SUDAMA BHOI,31-Jul-2025 09:03 AM,Accepted-AOC,Lottery winner,02-Jan-2026 12:25 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3020505,SUSHANT KUMAR BHUTIA,01-Aug-2025 02:48 PM,Rejected-AOC,Unsuccessful,02-Jan-2026 12:25 PM,,,,,,,,,,,,,,,,AOC
