Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
31-Jul-2025 03:30 PM,30-Aug-2025 12:00 PM,31-Jul-2025 03:30 PM,29-Aug-2025 05:30 PM,31-Jul-2025 03:30 PM ,07-Aug-2025 03:30 PM ,31-Jul-2025 03:30 PM,29-Aug-2025 05:30 PM,18-Dec-2025 11:30 AM,"11,800",Nil,Nil,No,1.0,ICICI BANK,1.0,Technical Bid,Technical Bid,,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate, Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",Bid identification No. OCCL-HQP/12/2025-26,Dredging of Daya river from RD 18615m (Botalama) to 4080m (Tirimal Bridge) under DOAB-VII in Kanas Block of Satyabadi Constituency.,AS PER DTCN. ,NA ,"41,19,22,204",Civil Works - Others,NA ,Tender,90.0,540.0,Jatni town in Khordha district.,752050.0,CONFERENCE HALL OF OCC LTD. ,"ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012 ",08-Aug-2025 11:30 AM ,HEAD OFFICE OCCL,No ,No,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No. 26/OCCL/2025-26(on-line),2025_OCCL_116295_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"41,19,000",Yes,fixed,,Nil,Nil,AOC,ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_116295_1,E-procurement Notice No. 26/OCCL/2025-26(on-line),Bid identification No. OCCL-HQP/12/2025-26,1.0,3048860.0,NAS BABU CONSTRUCTIONS PVT LTD,INR,"350,175,066",MANAGING DIRECTOR OF OCC LTD.,Internal,,Sarat Chandra Ghadei,17-Dec-2025 03:58 PM,18-Dec-2025 11:30 AM,techsummary_547916.pdf (228.92 KB),MANAGING DIRECTOR OF OCC LTD.,Internal,,Sarat Chandra Ghadei,09-Jan-2026 11:38 AM,finsummary_547916.pdf (2186.29 KB),12-Jan-2026,"INR 411,922,204",540.0,Sarat Chandra Ghadei,17-Jan-2026 04:40 PM,HQP_12.pdf (2220.00 KB),AOC,Finance,Opened Successfully.,Pratap Chandra Chaudhury,18-Dec-2025 11:46 AM,,BOQ Comparative Chart,Technical,Opened Successfully.,Pratap Chandra Chaudhury,30-Aug-2025 12:09 PM,,1,3047680,Dharti Dredging and Infrastructure Limited,29-Aug-2025 11:05 AM,Rejected-Technical,Non-Responsive.,17-Dec-2025 03:58 PM,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3043665,DREDGING AND DESILTATION COMPANY PRIVATE LIMITED,28-Aug-2025 05:24 PM,Rejected-Finance,L2 BIDDER.,09-Jan-2026 11:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3048175,KSR MARINE SERVICES PRIVATE LIMITED,29-Aug-2025 03:57 PM,Rejected-Finance,L3 BIDDER.,09-Jan-2026 11:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3048860,NAS BABU CONSTRUCTIONS PVT LTD,29-Aug-2025 04:11 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3044629,Reach Dredging Limited,29-Aug-2025 01:13 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 11:38 AM,AOC
