Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",Rourkela Municipal Corporation,MC/RMC/39/2025,2025_RMC_119937_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,23-Oct-2025 03:00 PM,06-Nov-2025 11:00 AM,23-Oct-2025 03:00 PM,04-Nov-2025 05:00 PM,NA ,NA ,23-Oct-2025 03:00 PM,04-Nov-2025 05:00 PM,"6,000",Nil,Nil,No,1.0,ICICI BANK,"26,060",Yes,fixed,,Nil,Nil,"Renovation of drain from TT 01 to JJJ 09 at Civil Township in Ward No. 09 under RMC, Rourkela",Civil Works,Please refer Tender documents. ,NA ,"26,06,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,AOC,1,3160495,ARADHYA CONSTRUCTION,27-Oct-2025 05:26 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 04:22 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,03-Jan-2026 04:22 PM,techsummary_557678.pdf (8242.84 KB),Finance,EMD refund,Manas Biswal,03-Jan-2026 01:24 PM,finance_557678.pdf,BOQ Comparative Chart,1.0,3164256.0,ARATI TRIPATHY,INR,"2,215,240.49",30-Jan-2026,"INR 2,215,240.49",90.0,Birendra Nanda,30-Jan-2026 12:19 PM,BID39.pdf (8243.00 KB),Awarded to Arati Tripathy,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,30-Jan-2026 11:46 AM,finsummary_557678.pdf (8242.85 KB),Rourkela Municipal Corporation,2025_RMC_119937_5,MC/RMC/39/2025,"Renovation of drain from TT 01 to JJJ 09 at Civil Township in Ward No. 09 under RMC, Rourkela",AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3164256,ARATI TRIPATHY,28-Oct-2025 05:25 PM,Accepted-AOC,By The Tender Committee,30-Jan-2026 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3169516,BABULI CHANDRA PAIKARAY,31-Oct-2025 12:32 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3176504,BIJAY KUMAR PARIDA,03-Nov-2025 11:34 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,03-Jan-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3178592,BIJAY KUMAR SAHOO,03-Nov-2025 06:06 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3169734,BIPRA CHARAN DHAL,31-Oct-2025 01:26 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3175763,BRAJA MOHAN BEURA,03-Nov-2025 11:29 AM,Rejected-Technical,By The Tender Committee,03-Jan-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3181188,GAYADHAR SWAIN,04-Nov-2025 03:22 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3180267,Guruji Infrastructure Pvt. Ltd.,04-Nov-2025 01:50 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3164430,HEMA MINZ,28-Oct-2025 06:29 PM,Rejected-Technical,By The Tender Committee,03-Jan-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
