Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
22-Jan-2026,"INR 3,572,434.95",60.0,Amir Kumar Sethy,22-Jan-2026 01:31 PM,119918_67AOC.pdf (428.00 KB),1,3173552,ANUBHAV PANIGRAHI,03-Nov-2025 02:45 AM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119918_67,E-TCN No.06 of 2025-26,S/R to Sarat - Begeipur Road for the year 2025-26.,1.0,3176753.0,MURALIDHAR PANIGRAHI,INR,"3,572,434.95",Finance,All documents are downloading and go to next process,Sujata Behera,09-Dec-2025 05:46 PM,finance_557904.pdf,BOQ Comparative Chart,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,22-Jan-2026 01:26 PM,finsummary_557904.pdf (199.78 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,22-Jan-2026 01:21 PM,techsummary_557904.pdf (199.77 KB),AOC,"SERW Division-II, Balasore","O/o the SERW Division-II, Balasore",1.0,Add DTCN and Corrigendum,Other,,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN No.06 of 2025-26,2025_CERWI_119918_67,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"42,024",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",S/R to Sarat - Begeipur Road for the year 2025-26.,S/R to Sarat - Begeipur Road for the year 2025-26.,Please refer Tender documents. ,NA ,"42,02,370",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the SERW Division-II, Balasore",No ,No,24-Oct-2025 05:00 PM,04-Nov-2025 11:00 AM,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,24-Oct-2025 05:00 PM ,03-Nov-2025 03:00 PM ,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3171508,Chiranjib Nayak,01-Nov-2025 01:32 PM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3170065,DIPTI RANJAN RAYSARDAR,31-Oct-2025 03:50 PM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3167427,Giridhari Mallick,30-Oct-2025 07:32 PM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3172192,ITISHREE KHATUA,01-Nov-2025 02:16 PM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3160142,KRUSNA CHANDRA SINGH,27-Oct-2025 04:37 PM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3176753,MURALIDHAR PANIGRAHI,03-Nov-2025 12:12 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No.169 P1 of 2025-26,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3177006,NIHAR RANJAN KAR,03-Nov-2025 01:01 PM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3177327,ROHITASWA DASH,03-Nov-2025 01:45 PM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3169662,SATYAJIT NAYAK,31-Oct-2025 01:14 PM,Rejected-AOC,Rejected,22-Jan-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
