Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
600.0,0.0,Nil,Nil,No,SR to F type Qtr building of Tahail office Oupada,SR to F type Qtr building of Tahail office Oupada,Please refer tender documents ,NA ,"1,68,180",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,"1,682",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"P.Cost, EMD, RC, Pan, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",01-Dec-2025 03:00 PM,09-Dec-2025 11:00 AM,01-Dec-2025 03:00 PM,08-Dec-2025 05:00 PM,01-Dec-2025 03:00 PM ,08-Dec-2025 01:00 PM ,01-Dec-2025 03:00 PM,08-Dec-2025 05:00 PM,1.0,ICICI BANK,"SE RW Division, Balasore","O/o the SE RW Division, Balasore",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,09 SERW BLS 2025-26,2025_CERWI_122358_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_122358_2,09 SERW BLS 2025-26,SR to F type Qtr building of Tahail office Oupada,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,21-Jan-2026 12:06 PM,finsummary_568611.pdf (2045.97 KB),Finance,Document downloaded,Priyadarshini Behera,09-Dec-2025 12:11 PM,finance_568611.pdf,BOQ Comparative Chart,1.0,3289991.0,MILAN KUMAR DAS,INR,"142,970",21-Jan-2026,"INR 142,970",30.0,Soubhagya Kumar Das,21-Jan-2026 12:14 PM,2TahasilOupada.pdf (2046.00 KB),1,3286825,ABHIMANYU DALEI,07-Dec-2025 07:58 PM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,21-Jan-2026 12:02 PM,techsummary_568611.pdf (2045.97 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3278984,ABINASH SAHU,06-Dec-2025 12:15 PM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3280828,AD SERVICES,05-Dec-2025 10:58 AM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3285749,ASHOK KUMAR MOHAPATRA,07-Dec-2025 01:06 PM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3278845,BANCHHANIDHI PARIDA,06-Dec-2025 12:50 PM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3283260,Bashanti Das,05-Dec-2025 09:53 PM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3283625,BISWAJIT NAYAK,07-Dec-2025 06:09 PM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3278514,JAYANTA KUMAR PARIDA,06-Dec-2025 01:12 PM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3289991,MILAN KUMAR DAS,08-Dec-2025 04:48 PM,Accepted-AOC,Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3277650,MUKTIKANTA BEHERA,08-Dec-2025 04:56 PM,Rejected-AOC,Not Qualified,21-Jan-2026 12:14 PM,,,,,,,AOC
