Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"7,080",0.0,Nil,Nil,Yes,"EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPARA","EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPRA","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Kendrapara",1415/LID/KDP/2025-25,2025_OLIC_122812_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,10-Dec-2025 11:00 AM,17-Dec-2025 11:00 AM,10-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,10-Dec-2025 11:00 AM ,15-Dec-2025 05:00 PM ,10-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,"14,324",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Paper cost/RC/GST/PAN/Joint venture/HT license/Experience and other documents as perDTCN,DALIKENDA_I R.L.,Revival of L.I.Projects,Please refer Tender documents. ,NA ,"14,32,425",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,NA ,KENDRAPARA,754211.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPARA",No ,No,1.0,ICICI BANK,AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Kendrapara",2025_OLIC_122812_20,1415/LID/KDP/2025-25,DALIKENDA_I R.L.,EXECUTIVE ENGINEER,Internal,Nimain_Charan_Sethy_Sadhana_Behera_Pradeep_Kumar_Nayak_Debendra_Nath_Jena,Nimain Charan Sethi,17-Jan-2026 11:37 AM,finsummary_570564.pdf (95.33 KB),Finance,12NOS BIDDERS PARTICIPATED IN THIS PACKAGE,Nimain Charan Sethi,26-Dec-2025 03:48 PM,finance_570564.pdf,BOQ Comparative Chart,1.0,3298933.0,SANGRAM SAMAL,INR,"1,432,425",1,3304587,AVIRAM BISWAL,16-Dec-2025 12:27 AM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,17-Jan-2026,"INR 1,432,425",90.0,Nimain Charan Sethi,20-Jan-2026 11:25 AM,DALIKENDA_I.pdf (225.00 KB),WON THE LOTTERY,ECECUTIVE ENGINEER,Internal,Nimain_Charan_Sethy_Sadhana_Behera_Pradeep_Kumar_Nayak_Debendra_Nath_Jena,Nimain Charan Sethi,26-Dec-2025 03:50 PM,techsummary_570564.pdf (95.33 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3301288,KAMALA KANTA BEHERA,16-Dec-2025 01:13 PM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3306012,KANCHAN BALA BHUYAN,16-Dec-2025 09:58 AM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3303220,PRADEEP KUMAR KUND,16-Dec-2025 07:38 AM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3306014,RAJIB GANDHI,16-Dec-2025 10:09 AM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3298933,SANGRAM SAMAL,14-Dec-2025 04:49 PM,Accepted-AOC,WON THE LOTTERY,20-Jan-2026 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3305805,SIBANANDA ROUT,16-Dec-2025 10:07 AM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3299932,SOUBHAGYA LAXMI SAHOO,15-Dec-2025 02:07 PM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3294840,SOUDAMINI MAHARANA,15-Dec-2025 06:59 PM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3300857,SUJATA PRUSTY,14-Dec-2025 04:06 PM,Rejected-Finance,NOT WON THE LOTTERY,17-Jan-2026 11:37 AM,,,,,,,,,,,,,,AOC
