Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,11,3242918,GOPINATH HOTA,20-Nov-2025 09:25 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,12,3243685,JUBARAJ KUMBHAR,21-Nov-2025 12:29 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,13,3239183,KALYANI SIPKA,20-Nov-2025 03:50 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,14,3241920,KANHU KUMAR AGRAWAL,20-Nov-2025 03:31 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,15,3225058,KL INFRAPROJECTS,15-Nov-2025 04:54 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,16,3244787,Koushal Kumar Agrawal,21-Nov-2025 04:37 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,17,3222804,Kunja Bihari Sahu,14-Nov-2025 12:03 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,18,3244221,LOKANATH BARIK,21-Nov-2025 03:15 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,19,3242528,MAHAMMED RIZWAN,20-Nov-2025 06:09 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,20,3241167,MD NOAMAN RAZA KHAN,21-Nov-2025 01:19 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,21,3238944,MOHAMMAD TAHIR KHAN,21-Nov-2025 12:57 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,22,3239067,MOHAMMAD TAYYAB KHAN,20-Nov-2025 05:28 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,23,3242532,M/S AYAAN VENTURES,20-Nov-2025 07:29 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,24,3244664,NATHURAM AGRAWAL,21-Nov-2025 03:59 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,25,3224637,NIHAR RANJAN PANDIA,14-Nov-2025 08:33 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,26,3244532,Omprasad Sahu,21-Nov-2025 04:09 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,27,3240460,PRABODH BISHI,21-Nov-2025 03:47 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,28,3240936,PRASANNA KUMAR PARIDA,20-Nov-2025 12:38 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,29,3244522,PRITAM KUMAR PATRA,21-Nov-2025 03:22 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,30,3243291,RABIN SAHOO,21-Nov-2025 11:22 AM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,31,3242484,RAHUL RAMESH AGRAWAL,20-Nov-2025 05:40 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,32,3243203,SANJIB KUMAR HOTA,21-Nov-2025 12:40 AM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,33,3243024,SANTOSH KUMAR SAHU,21-Nov-2025 09:12 AM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,34,3220588,Shankarlal Agrawal,16-Nov-2025 08:16 AM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,35,3242592,SUBRAT KUMAR SAHU,21-Nov-2025 10:53 AM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,36,3239201,SUJIT KUMAR SINGH,19-Nov-2025 06:48 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,37,3235929,TARA INFRA WORKS,19-Nov-2025 04:46 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,38,3234556,umang singhal,20-Nov-2025 05:53 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN LOTTARY SYSTEM,09-Jan-2026 05:36 PM,,,,,,,,,,AOC
