Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
RAGHUNATH BEHERA,Internal,Rahgunath Behera Manoj Kumar Patro Prasan Kumar Rana Bijaya Behera,RAGHUNATH BEHERA,05-Jan-2026 05:04 PM,techsummary_562889.pdf (388.44 KB),05-Jan-2026,"INR 3,059,600.15",90.0,RAGHUNATH BEHERA,05-Jan-2026 05:23 PM,RANIKHAMA1.pdf (30800.00 KB),1,3236247,LABA JENA,18-Nov-2025 07:13 PM,Rejected-Finance,3rd Lowest Rate Quoted,05-Jan-2026 05:08 PM,Finance,"Tender bid successful opened. Hence, the bid accepted.",RAGHUNATH BEHERA,22-Nov-2025 04:06 PM,,BOQ Comparative Chart,1.0,3238900.0,MITA NAYAK,INR,"2,748,438.815",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Paralakhemundi,2025_OLIC_120963_41,05/2025-26,Installation and Energisation of Ranikhama_I RL Project of Mohana Block under Gajapati District,RAGHUNATH BEHERA,Internal,Rahgunath Behera Manoj Kumar Patro Prasan Kumar Rana Bijaya Behera,RAGHUNATH BEHERA,05-Jan-2026 05:08 PM,finsummary_562889.pdf (388.44 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Paralakhemundi,05/2025-26,2025_OLIC_120963_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,12-Nov-2025 11:00 AM,20-Nov-2025 11:00 AM,12-Nov-2025 11:00 AM,19-Nov-2025 05:00 PM,12-Nov-2025 11:00 AM ,17-Nov-2025 05:00 PM ,12-Nov-2025 11:00 AM,19-Nov-2025 05:00 PM,"30,596",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,Yes,Installation and Energisation of Ranikhama_I RL Project of Mohana Block under Gajapati District,Installation and Energisation of Ranikhama_I RL Project of Mohana Block under Gajapati District,Please refer Tender documents. ,NA ,"30,59,600",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,"Executive Engineer, L.I. Division, Paralakhemundi",761200.0,NA ,NA ,NA ,"Executive Engineer, L.I. Division, Paralakhemundi",No ,No,"Executive Engineer, L.I. Division, Paralakhemundi","Executive Engineer, L.I. Division, Paralakhemundi",AOC
,,,,,,,,,,,,2,3238900,MITA NAYAK,19-Nov-2025 04:59 PM,Accepted-AOC,Lowest Rate Quoted,05-Jan-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,DTCN,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3234567,POLAKI LAKSHMI PRASAD,19-Nov-2025 03:24 PM,Rejected-Finance,2nd Lowest Rate Quoted,05-Jan-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
