Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Jabapadar to Bisubhatta_Road_SDBC, WMM, Surface dressing, Earth work, road signage_0/000 to 5/825","Jabapadar to Bisubhatta_Road_SDBC, WMM, Surface dressing, Earth work, road signage_0/000 to 5/825",NA ,NA ,"87,12,636",Civil Works - Roads,NA ,Tender,90.0,90.0,Koraput,764001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JEYPORE",No ,No,CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,Online-03/2025-26,2025_CERWI_122733_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Online TCN-03/2025-26,Other,,1.0,Fee/PreQual/Technical,.pdf,"DTCN, TCN, LICENCE, AFFIDAVIT, GSTIN, PAN, BID COST EMD, Machinary, Work experience etc","87,126",Yes,fixed,,Nil,Nil,06-Dec-2025 05:00 PM,15-Dec-2025 10:00 AM,06-Dec-2025 05:00 PM,13-Dec-2025 05:00 PM,06-Dec-2025 05:00 PM ,12-Dec-2025 01:30 PM ,06-Dec-2025 05:00 PM,13-Dec-2025 05:00 PM,26-Dec-2025 11:00 AM,1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION, JEYPORE",AOC,CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,2025_CERWI_122733_1,Online-03/2025-26,"Jabapadar to Bisubhatta_Road_SDBC, WMM, Surface dressing, Earth work, road signage_0/000 to 5/825",Technical,15nos valid bidder,Jelin Sheela Kerkatta,18-Dec-2025 01:50 PM,,EE,Internal,,Jelin Sheela Kerkatta,17-Jan-2026 04:25 PM,finsummary_569967.pdf (650.48 KB),1.0,3297922.0,RAMESH CHANDRA PATRA,INR,"7,406,612",17-Jan-2026,"INR 7,406,612",90.0,Jelin Sheela Kerkatta,17-Jan-2026 04:28 PM,Jabapadar.pdf (686.00 KB),Work awarded to Sri. Ramesh Chandra Patra,1,3294188,A KRUSHNA KUMAR DORA,10-Dec-2025 09:16 PM,Rejected-Finance,Disqualified,17-Jan-2026 04:25 PM,EE,Internal,"EE, DAO, JE",Debashis Mandal,25-Dec-2025 02:04 PM,26-Dec-2025 11:00 AM,techsummary_569967.pdf (578.22 KB),Finance,12 nos. of valid bidders.,Debashis Mandal,26-Dec-2025 11:47 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3296360,AMIT KUMAR SAHU,11-Dec-2025 09:17 PM,Rejected-Finance,Disqualified,17-Jan-2026 04:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3298083,AMLANJYOTI PATNAIK,12-Dec-2025 04:23 PM,Rejected-Finance,Disqualified,17-Jan-2026 04:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3292407,Bharat Mirgan,11-Dec-2025 06:48 PM,Rejected-Finance,Disqualified,17-Jan-2026 04:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3292492,DEEPAK PADHY,10-Dec-2025 09:45 PM,Rejected-Finance,Disqualified,17-Jan-2026 04:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3297036,K. MOULIDHAR,12-Dec-2025 03:53 PM,Rejected-Finance,Disqualified,17-Jan-2026 04:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3299137,Manas Ranjan Panda,13-Dec-2025 10:38 AM,Rejected-Finance,Disqualified,17-Jan-2026 04:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3296487,NARAYAN TANTI,12-Dec-2025 10:28 AM,Rejected-Finance,Disqualified,17-Jan-2026 04:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3298036,PRABHATKUMAR BISOI,12-Dec-2025 03:48 PM,Rejected-Technical,In sufficent of similar nature of work,25-Dec-2025 02:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3297922,RAMESH CHANDRA PATRA,12-Dec-2025 03:15 PM,Accepted-AOC,Qualified,17-Jan-2026 04:28 PM,,,,,,,,,,,,,,AOC
