S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3253672.0,SARATA CHANDRA MISHRA,INR,"1,237,736",Finance,Eligible,Niroda Kumar Sethy,13-Dec-2025 08:06 PM,,BOQ Comparative Chart,bdo binjharpur,Internal,AEEBFOSOAE,Niroda Kumar Sethy,14-Dec-2025 06:08 AM,finsummary_565407.pdf (3623.31 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BINJHARPUR Block,2025_PRBHA_121031_4,01/BIN/2025-26,ACR AT BALIKUDA GUHALI,bdo binjharpur,Internal,AEEBFOSOAE,Niroda Kumar Sethy,14-Dec-2025 05:33 AM,techsummary_565407.pdf (3623.31 KB),1,3265641,MANAS RANJAN KAR,29-Nov-2025 10:10 AM,Rejected-Finance,REJECTED IN LOTERV,14-Dec-2025 06:08 AM,10-Jan-2026,"INR 1,237,736",270.0,Hitansu Sekhar Samal,10-Jan-2026 10:04 AM,tenderlottery.pdf (868.00 KB),AOC GRANTED,AOC,Block Development Officer,"GOUDA SAHI,BINJHRPUR","12,500",Yes,fixed,,Nil,Nil,19-Nov-2025 11:00 AM,01-Dec-2025 11:30 AM,19-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,19-Nov-2025 11:00 AM ,28-Nov-2025 01:00 PM ,19-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,"6,000",Nil,Nil,No,ACR AT BALIKUDA GUHALI,CIVIL WORK,Please refer Tender documents. ,NA ,"12,37,736",Civil Works - Buildings,NA ,Tender,90.0,270.0,Binjharpur Block area,755004.0,NA ,NA ,NA ,Binjharpur Block,No ,No,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BINJHARPUR Block,01/BIN/2025-26,2025_PRBHA_121031_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3241137,M/S BARADA PRASAD SAMAL,22-Nov-2025 11:30 AM,Rejected-Finance,REJECTED IN LOTERV,14-Dec-2025 06:08 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3266225,PRIYA RANJAN NAYAK,29-Nov-2025 03:37 PM,Rejected-Finance,REJECTED IN LOTERV,14-Dec-2025 06:08 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3243708,RABI NARAYAN BISWAL,21-Nov-2025 07:44 PM,Rejected-Finance,REJECTED IN LOTERV,14-Dec-2025 06:08 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3253672,SARATA CHANDRA MISHRA,25-Nov-2025 01:11 PM,Accepted-AOC,LOTTERY,10-Jan-2026 10:04 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3253739,SUNIL KUMAR SAHOO,25-Nov-2025 12:25 PM,Rejected-Finance,REJECTED IN LOTERV,14-Dec-2025 06:08 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
