Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"SE RW Division, Balasore","O/o the SE RW Division, Balasore","34,595",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,09 SERW BLS 2025-26,2025_CERWI_122358_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P.Cost, EMD, RC, Pan, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",01-Dec-2025 03:00 PM,09-Dec-2025 11:00 AM,01-Dec-2025 03:00 PM,08-Dec-2025 05:00 PM,01-Dec-2025 03:00 PM ,08-Dec-2025 01:00 PM ,01-Dec-2025 03:00 PM,08-Dec-2025 05:00 PM,Construction of Berhampur Higher Secondary school building Rajberhampur Balasore,Construction of Berhampur Higher Secondary school building Rajberhampur Balasore,Please refer tender documents ,NA ,"34,59,490",Civil Works - Buildings,NA ,Tender,90.0,90.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,AOC,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_122358_3,09 SERW BLS 2025-26,Construction of Berhampur Higher Secondary school building Rajberhampur Balasore,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,15-Jan-2026 01:31 PM,finsummary_568612.pdf (480.52 KB),Finance,Document downloaded,Priyadarshini Behera,09-Dec-2025 12:20 PM,finance_568612.pdf,BOQ Comparative Chart,1.0,3289580.0,MAA JAGADHATRI LCCS LTD,INR,"2,940,912",15-Jan-2026,"INR 2,940,912",90.0,Soubhagya Kumar Das,15-Jan-2026 01:38 PM,3SLBerhampur.pdf (481.00 KB),1,3283272,Bashanti Das,05-Dec-2025 09:58 PM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,15-Jan-2026 01:25 PM,techsummary_568612.pdf (480.52 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3279711,Bhabani Sankar Satapathy,08-Dec-2025 02:21 PM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3282111,BIJAYSHREE JYOTIRMAY SIAL,05-Dec-2025 03:59 PM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3284558,BIKASH CHANDRA KAR,07-Dec-2025 12:04 PM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3288086,Hari Mallik,08-Dec-2025 11:34 AM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3288150,JITENDRA PARMANIK,08-Dec-2025 11:55 AM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3289580,MAA JAGADHATRI LCCS LTD,08-Dec-2025 03:38 PM,Accepted-AOC,Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3286362,M/S MANAS KUMAR TRIPATHY,07-Dec-2025 05:24 PM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3279096,NOR CONSTRUCTIONS CO.,06-Dec-2025 12:06 PM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3282804,Satyam Maharana,05-Dec-2025 06:14 PM,Rejected-AOC,Not Qualified,15-Jan-2026 01:38 PM,,,,,,,AOC
