EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"9,987",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Talcher Municipal Council,TCRM-07/2025-26,2025_ORULB_120264_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,30-Oct-2025 04:00 PM,12-Nov-2025 11:00 AM,30-Oct-2025 04:00 PM,11-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 04:00 PM,11-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of TP, EMD, Contractor License, GSTIN, PAN, Court Affidavit and other documents as per DTCN",1.0,ICICI BANK,"Executive Officer, Talcher Municipality","At - Municipal Office, P.O. Talcher Town, Dist.Angul",Construction of Nursery near MCC-II in W.No.20,Construction of Nursery near MCC-II in W.No.20,Please refer Tender documents. ,NA ,"9,98,700",Civil Works - Others,NA ,Tender,90.0,60.0,Talcher Municipality Office,759107.0,NA ,NA ,NA ,Talcher Municipality Office,No ,No,AOC,Pabitra Bhutia,Internal,,PRADIP KUMAR SAHA,21-Jan-2026 06:17 PM,techsummary_559738.pdf (235.47 KB),Pabitra Bhutia,Internal,,PRADIP KUMAR SAHA,21-Jan-2026 06:21 PM,finsummary_559738.pdf (235.48 KB),Finance,All bidders are admitted,Sasanka Kumar Nayak,01-Dec-2025 01:53 PM,,BOQ Comparative Chart,21-Jan-2026,"INR 848,995",60.0,PRADIP KUMAR SAHA,21-Jan-2026 06:25 PM,nurserymccII.pdf (395.00 KB),1.0,3199226.0,M/S MANGALA ENGINEERING CONSTRUCTION AND CO,INR,"848,995",Municipal Bodies||Talcher Municipal Council,2025_ORULB_120264_17,TCRM-07/2025-26,Construction of Nursery near MCC-II in W.No.20,1,3198456,ASWINI SINGH,08-Nov-2025 06:13 PM,Rejected-AOC,Unsuccessful,21-Jan-2026 06:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3199226,M/S MANGALA ENGINEERING CONSTRUCTION AND CO,08-Nov-2025 08:42 PM,Accepted-AOC,Successful,21-Jan-2026 06:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3209152,PRAKASH MOHAPATRA,10-Nov-2025 07:05 PM,Rejected-AOC,Unsuccessful,21-Jan-2026 06:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3198661,SRI CHAGALA BEHERA,08-Nov-2025 07:05 PM,Rejected-AOC,Unsuccessful,21-Jan-2026 06:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3191205,SUSANTA BEHERA,06-Nov-2025 08:36 PM,Rejected-AOC,Unsuccessful,21-Jan-2026 06:25 PM,AOC
