S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
1.0,3279361.0,PRAMOD KUMAR BEHERA,INR,"2,524,312.08",EE,Internal,DAO Estimator,BIJAY KUMAR TARAI,16-Jan-2026 09:54 PM,finsummary_567439.pdf (60.04 KB),Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,2025_OLIC_121931_85,EEDKL(OLIC)-03/2025-26,installation and Energisation of Kulei-II L.I.P under Parjang Block in Dhenkanal District.,Technical,Opened,PRATYUSA KUMAR MALLA,14-Dec-2025 05:39 AM,,Finance,Opened,BIJAY KUMAR TARAI,24-Dec-2025 05:19 PM,,BOQ Comparative Chart,EE,Internal,"DA, Estimator",BIJAY KUMAR TARAI,24-Dec-2025 02:36 PM,24-Dec-2025 04:00 PM,techsummary_567439.pdf (110.49 KB),16-Jan-2026,"INR 2,531,400",90.0,BIJAY KUMAR TARAI,16-Jan-2026 09:57 PM,Tech.pdf (60.00 KB),Awarded,1,3279361,PRAMOD KUMAR BEHERA,04-Dec-2025 04:48 PM,Accepted-AOC,Awarded,16-Jan-2026 09:57 PM,AOC,"25,314",Yes,fixed,,Nil,Nil,installation and Energisation of Kulei-II L.I.P under Parjang Block in Dhenkanal District.,installation and Energisation of Kulei-II L.I.P under Parjang Block in Dhenkanal District.,Please refer Tender documents. ,NA ,"25,31,400",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"EE, LI Division, Dhenkanal",No ,No,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN",27-Nov-2025 12:30 PM,05-Dec-2025 11:00 AM,27-Nov-2025 12:30 PM,04-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 12:30 PM,04-Dec-2025 05:00 PM,24-Dec-2025 04:00 PM,1,ICICI BANK,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,EEDKL(OLIC)-03/2025-26,2025_OLIC_121931_85,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,1.0,error in fees structure,Fee,,"EE, LI Division, Dhenkanal","EE, LI Division, Dhenkanal",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3278232,PRASANTA KUMAR BISWAL,04-Dec-2025 02:30 PM,Rejected-Finance,L2 Bidder,16-Jan-2026 09:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
