EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"75,090",Yes,percentage,1.0%,Nil,Nil,26-Nov-2025 10:00 AM,04-Dec-2025 11:00 AM,26-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,26-Nov-2025 10:00 AM ,02-Dec-2025 01:00 PM ,26-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,10-Dec-2025 11:00 AM,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",SEMI DIVISION ANGULBID ID No-06 of 2025-26,2025_CEMIB_121774_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Phasiaghat Check Dam over Jharana Nalla near village Takua in Chhendipada Block of Angul District for the year 2025-26,Construction of Phasiaghat Check Dam over Jharana Nalla near village Takua in Chhendipada Block of Angul District for the year 2025-26,Please refer Tender documents. ,NA ,"75,09,000",Civil Works - Others,NA ,Tender,90.0,180.0,Angul,759143.0,NA ,NA ,NA ,Superintending Engineer M.I. Division Angul,No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Online Paper Cost,EMD,PAN,GST,RC,Affidavit,No relation certficate etc",Superintending Engineer M.I. Division Angul,"Superintending Engineer M.I. Division Angul At/Po-College Chhack,Hakimpada Dist-Angul",AOC,Technical,15nos bidder found,Aparajita Priyadarsini,09-Dec-2025 01:33 PM,technical_566477.pdf,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",2025_CEMIB_121774_9,SEMI DIVISION ANGULBID ID No-06 of 2025-26,Construction of Phasiaghat Check Dam over Jharana Nalla near village Takua in Chhendipada Block of Angul District for the year 2025-26,SUPERINTENDING ENGINEER,Internal,"DAO,Estimator",Basanta Soren,07-Jan-2026 06:21 PM,finsummary_566477.pdf (271.90 KB),1.0,3273588.0,BANAMBAR MAJHI,INR,"6,383,873",08-Jan-2026,"INR 6,383,873",180.0,Basanta Soren,08-Jan-2026 08:19 AM,Phasiaghat.pdf (326.00 KB),AOC,1,3272727,ANUPAMA BEHERA,02-Dec-2025 07:41 PM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,SE,Internal,"SE,DAO,AEE,AE",Basanta Soren,09-Dec-2025 01:56 PM,10-Dec-2025 11:00 AM,techsummary_566477.pdf (370.33 KB),Finance,15 biders,Basanta Soren,06-Jan-2026 02:24 PM,finance_566477.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,Other documents as per DTCN,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3273588,BANAMBAR MAJHI,03-Dec-2025 11:23 AM,Accepted-AOC,winner of lottery,08-Jan-2026 08:19 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3274199,BIBHUTI BHUSAN SAHOO,03-Dec-2025 11:57 AM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3272516,DIGDARSAN BEHERA,02-Dec-2025 06:50 PM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3273623,GAYATRI PRADHAN,03-Dec-2025 07:12 AM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3264716,Gyanendra Dhar,30-Nov-2025 04:57 PM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3275062,JAYACHANDRA PRADHAN,03-Dec-2025 02:54 PM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3273176,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,03-Dec-2025 01:05 AM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3272628,MUKESH KUMAR PANY,02-Dec-2025 08:39 PM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3270324,PRABINA BEHERA,02-Dec-2025 10:05 PM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3270841,RAMA CHANDRA BEHERA,02-Dec-2025 08:03 PM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3273526,RUPAK SAMAL,03-Dec-2025 02:56 AM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3274587,SANJIB KU. MAHAPATRA,03-Dec-2025 01:22 PM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3273377,SARBESWAR SAHOO,03-Dec-2025 12:36 AM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3273672,SOUMYA RANJAN BEHERA,03-Dec-2025 08:10 AM,Rejected-Finance,Loser of lottery,07-Jan-2026 06:21 PM,,,,,,,,,,,,,,AOC
