Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,scanned copies of all documents,09-May-2025 04:00 PM,26-May-2025 03:30 PM,09-May-2025 04:00 PM,26-May-2025 03:00 PM,09-May-2025 04:00 PM ,13-May-2025 12:30 PM ,09-May-2025 04:00 PM,26-May-2025 03:00 PM,18-Jun-2025 03:00 PM,"10,000",0.0,Nil,Nil,No,Construction of RCC box drain at Pancha Sakha Nagar in ward no. 64,Construction of RCC box drain at Pancha Sakha Nagar in ward no. 64,Please refer Tender documents. ,NA ,"97,46,304",Civil Works - Others,NA ,Tender,120.0,180.0,BMC Area,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor,Central Tender Cell, ICOMC Tower, BMC ",13-May-2025 04:30 PM ,"Central Tender Cell, BMC",No ,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-12/2025-26 dt. 03.05.2025,2025_ORULB_113237_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,EE CENTRAL TENDER CELL,"UG Floor,Central Tender Cell, ICOMC Tower, BMC","97,500",Yes,fixed,,Nil,Nil,AOC,Technical,17 bids opened successfully,Lipsa Parida,27-May-2025 11:19 AM,technical_538912.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_113237_3,BMC-EE-Tender Cell-12/2025-26 dt. 03.05.2025,Construction of RCC box drain at Pancha Sakha Nagar in ward no. 64,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,22-Jan-2026 10:51 AM,finsummary_538912.pdf (3582.06 KB),1.0,2925803.0,DIPAK KUMAR NAYAK,INR,"9,776,693",22-Jan-2026,"INR 9,776,693",180.0,Lipsa Parida,22-Jan-2026 11:01 AM,wo_21_2025.pdf (1444.00 KB),1,2929744,BAIKUNTHA MOHAPATRA,23-May-2025 12:25 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,City Engineer,Internal,"EETENDERCELL,EEDRAINAGE,ADDCOMMISSIONER(LEGAL)BMC,CFO,CITYENGINEER",Lipsa Parida,18-Jun-2025 11:11 AM,18-Jun-2025 03:00 PM,techsummary_538912.pdf (895.52 KB),Finance,17 bids opened successfully,Lipsa Parida,18-Jun-2025 03:50 PM,,BOQ Comparative Chart,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2929106,BASANTA KUMAR BHOI,22-May-2025 07:32 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2930254,BHABANI SANKAR MALLIA,26-May-2025 12:26 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2921458,DIBESH KUMAR NAYAK,16-May-2025 06:31 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2925803,DIPAK KUMAR NAYAK,19-May-2025 10:37 PM,Accepted-AOC,1st lottery winner,22-Jan-2026 11:02 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2921422,DIPAK PRADHAN,16-May-2025 06:15 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2932685,DIPTIREKHA BEHERA,26-May-2025 02:55 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2927329,GYANENDRA KUMAR PATTANAIK,21-May-2025 07:10 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2920190,MANIMALA MALLICK,16-May-2025 05:57 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2932464,NABIN KUMAR JENA,26-May-2025 02:31 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 10:51 AM,,,,,,,,,,,,,,AOC
