Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Finance,06 nos of bidder are participated,Sushree Behera,22-Oct-2025 06:08 PM,,BOQ Comparative Chart,30-Jan-2026,"INR 1,440,629",60.0,Nirmal Chandra Jena,30-Jan-2026 03:13 PM,NH5Balianta.pdf (354.00 KB),AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119265_28,TCN No.13 of 25-26,NH-5 to Balianta Road,1.0,3124867.0,CHITTA RANJAN DASH,INR,"1,440,629",1,3124867,CHITTA RANJAN DASH,16-Oct-2025 07:52 PM,Accepted-AOC,L1 Bidder,30-Jan-2026 03:13 PM,"SE RW, Bhubaneswar",Internal,"DAO, Estimator and Superintending Engineer",Shrabani Routray,16-Dec-2025 08:23 PM,techsummary_555460.pdf (560.15 KB),"SE RW, Bhubaneswar",Internal,"DAO, Estimator and Superintending Engineer",Shrabani Routray,16-Dec-2025 08:30 PM,finsummary_555460.pdf (560.15 KB),AOC,SE RWD BBSR,O/o the SE RWD BBSR,11-Oct-2025 05:00 PM,22-Oct-2025 11:00 AM,11-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,NA ,NA ,11-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,TCN No.13 of 25-26,2025_CERWI_119265_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,NH-5 to Balianta Road,NH-5 to Balianta Road,Please refer tender documents ,NA ,"16,95,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Khordha,751013.0,NA ,NA ,NA ,O/o the SE RWD BBSR,No ,No,"16,950",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3137843,DEBASISH DAS,20-Oct-2025 01:08 PM,Rejected-Technical,Technically not Qualified,16-Dec-2025 08:23 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3137751,JAY SITA RAM AGENCY,20-Oct-2025 12:46 PM,Rejected-Finance,Not success in lottery,16-Dec-2025 08:30 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3138176,MAA DAKHINAKALI CONSTRUCTION,20-Oct-2025 02:15 PM,Rejected-Finance,Not success in lottery,16-Dec-2025 08:30 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3133843,RAKESH KUMAR SAHOO,18-Oct-2025 11:00 AM,Rejected-Technical,Technically Not Qualified,16-Dec-2025 08:23 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3136278,SUNIL KUMAR JENA,19-Oct-2025 05:42 PM,Rejected-Finance,Not success in lottery,16-Dec-2025 08:30 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
