Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Finance,Opened,Purna Chandra Dalai,28-Oct-2025 05:31 PM,finance_553440.pdf,BOQ Comparative Chart,CCE Dhenkanal Circle,Internal,SE DAO Estimator of Division PA to CCE Estimators of Circle,Purna Chandra Dalai,25-Oct-2025 07:41 PM,28-Oct-2025 11:00 AM,techsummary_553440.pdf (1471.62 KB),04-Jan-2026,"INR 12,176,558",90.0,Purna Chandra Dalai,04-Jan-2026 05:57 PM,Hata_Road.pdf (679.00 KB),Agreement on dt. 01.12.2025,1,3111761,AKS MINING INFRACON,06-Oct-2025 10:12 AM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,1.0,3110525.0,NIRANJAN MUDULI,INR,"10,351,292",CCE Dhenkanal (R and B) Circle,Internal,SE DAO Estimator of Division PA to CCE Estimators of Circle,Purna Chandra Dalai,04-Jan-2026 05:48 PM,finsummary_553440.pdf (158.05 KB),Technical,Opened,Purna Chandra Dalai,08-Oct-2025 12:13 PM,technical_553440.pdf,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,2025_EICCL_118373_1,CCE DKL R and B/08-2025-26,Improvement of Hata road from main Bazar road near Gopabandhu Bazar to main road near jute mill from 0/000 km to 1/064 km in the district of Dhenkanal under state plan for the year 2025-26,AOC,CCE Dhenkanal R and B Circle Dhenkanal,CCE Dhenkanal R and B Circle Dhenkanal,"1,22,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,CCE DKL R and B/08-2025-26,2025_EICCL_118373_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,22-Sep-2025 06:55 PM,08-Oct-2025 11:00 AM,22-Sep-2025 06:55 PM,06-Oct-2025 05:00 PM,NA ,NA ,22-Sep-2025 06:55 PM,06-Oct-2025 05:00 PM,28-Oct-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, EMD, PAN, Valid RC",Improvement of Hata road from main Bazar road near Gopabandhu Bazar to main road near jute mill from 0/000 km to 1/064 km in the district of Dhenkanal under state plan for the year 2025-26,Improvement of Hata road from main Bazar road near Gopabandhu Bazar to main road near jute mill from 0/000 km to 1/064 km in the district of Dhenkanal under state plan for the year 2025-26,Please refer tender documents ,NA ,"1,21,76,558",Civil Works - Roads,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,CCE Dhenkanal R and B Circle Dhenkanal,No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,2,3112580,BATAKRUSHNA BEHERA,06-Oct-2025 03:58 PM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,3,3100274,BHAJAMAN SAHOO,25-Sep-2025 02:52 PM,Rejected-Technical,Disqualified as per DTCN clause No 10,25-Oct-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3111038,BISWANATH SAHOO,05-Oct-2025 07:52 PM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3111668,DEBABRATA SAMAL,06-Oct-2025 02:55 PM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3111617,DINESH KUMAR PANY,06-Oct-2025 11:03 AM,Rejected-Technical,Disqualified as per DTCN clause No 10,25-Oct-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3110530,MANAS RANJAN MOHARANA,05-Oct-2025 11:36 AM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3110525,NIRANJAN MUDULI,05-Oct-2025 12:49 PM,Accepted-AOC,Winner of the transparent lottery and work has been awarded,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3111272,P A DEBASHISH SAMAL,06-Oct-2025 12:13 PM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3110822,PRAGYAN PARAMITA PARIDA,05-Oct-2025 01:27 PM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,11,3111576,RASHMIRANJAN BARIK,06-Oct-2025 12:19 PM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,12,3112022,ROHIT RAY,06-Oct-2025 12:33 PM,Rejected-AOC,Disqualify in transparent lottery,04-Jan-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
