Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
20-Dec-2025,"INR 2,936,191",90.0,BADAL CHANDRA CHOUDHURY,17-Jan-2026 11:00 AM,P7.pdf (1856.00 KB),Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,07-Dec-2025 01:18 PM,finsummary_559598.pdf (547.07 KB),1,3182121,ANNAPURNA ROUT,05-Nov-2025 11:33 AM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:18 PM,Technical,Eleven nos. bidder participated in this tender and all are accepted,BADAL CHANDRA CHOUDHURY,19-Nov-2025 12:32 PM,,Finance,Financial bid opened for 11 nos. bidders.,BADAL CHANDRA CHOUDHURY,03-Dec-2025 04:28 PM,,BOQ Comparative Chart,1.0,3204059.0,RAJIB MOHAMMED,INR,"2,936,191",Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,2025_OLIC_120279_7,e-Procurement BID ID No. 05 EELID (KJR/2025-26),Installation and energisation of S.N. Pur Goda-I L.I. Project under Telkoi block in Keonjhar district,Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,19-Nov-2025 05:06 PM,20-Nov-2025 10:00 AM,techsummary_559598.pdf (547.07 KB),AOC,"7,080",0.0,Nil,Nil,No,1.0,NIT Corriggendum,Other,,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,e-Procurement BID ID No. 05 EELID (KJR/2025-26),2025_OLIC_120279_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Engineer, L.I. Division, Keonjhar","At/Po- Dhrupada, Via- Raisuan, Dist- Keonjhar",1.0,Fee/PreQual/Technical,.pdf,"PAPER COST,EMD,LICENSE COPY,HT LICENSE,PAN,GSTIN,AFFIDAVIT,JOINT VENTURE AND OTHER AS PER DTCN","34,539",Yes,fixed,,Nil,Nil,01-Nov-2025 10:00 AM,11-Nov-2025 10:00 AM,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,01-Nov-2025 10:00 AM ,06-Nov-2025 05:00 PM ,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,20-Nov-2025 10:00 AM,Installation and energisation of S.N. Pur Goda-I L.I. Project under Telkoi block in Keonjhar district,Installation and energisation of S.N. Pur Goda-I L.I. Project under Telkoi block in Keonjhar district,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the E.E., L.I. Division, Keonjhar",No ,No,AOC
,,,,,,,,,,,,2,3197730,ANUP ANURAG SATYAPRAKASH BHUYAN,08-Nov-2025 03:54 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,Finance,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3188661,ARUN KUMAR BHAISAL,07-Nov-2025 08:06 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3183706,Chaitanya Dehuri,09-Nov-2025 06:20 AM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3199949,JAGDEV PANDA,09-Nov-2025 10:56 PM,Rejected-Finance,v,07-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3199527,MADHUMITA CONSTRUCTION AND SERVICES PROP KAMAL LOCHAN NAYAK,08-Nov-2025 09:43 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3196883,ODISHA ELECTRICAL AND CONSTRUCTIONS.,08-Nov-2025 12:39 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3204059,RAJIB MOHAMMED,10-Nov-2025 04:54 PM,Accepted-AOC,WO issued,17-Jan-2026 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3198082,SAGARIKA GIRI,08-Nov-2025 04:56 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3176874,SNEHARANI MAJHI,09-Nov-2025 09:26 AM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
