Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,14-Oct-2025 11:20 AM,techsummary_551847.pdf (25.84 KB),12-Nov-2026,"INR 1,786,389",30.0,Hitesh Agarwal,21-Jan-2026 12:14 PM,4233.pdf (946.00 KB),Work order for the work Periodical Maintenance of R.D. Road to Suldia (Package. No. OR1443B) in the district of Jharsuguda for the year 2025-26.,1,3078416,NEHA BHATTACHARYA,13-Sep-2025 01:30 PM,Accepted-AOC,Successful,21-Jan-2026 12:14 PM,1.0,3078416.0,NEHA BHATTACHARYA,INR,"1,786,389",Finance,Accepted,Pratima Naik,18-Sep-2025 11:02 AM,,BOQ Comparative Chart,Superintending Engineer,Internal,"DAO, JE Estimator",Pratima Naik,31-Oct-2025 01:12 PM,finsummary_551847.pdf (25.84 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,2025_CERWI_117787_1,Online - SEJSG 04 of 2025-26,Periodical Maintenance of R.D. Road to Suldia (Package. No. OR1443B) in the district of Jharsuguda for the year 2025-26.,AOC,09-Sep-2025 05:00 PM,16-Sep-2025 11:00 AM,09-Sep-2025 05:00 PM,15-Sep-2025 05:00 PM,09-Sep-2025 05:00 PM ,12-Sep-2025 05:00 PM ,09-Sep-2025 05:00 PM,15-Sep-2025 05:00 PM,1,ICICI BANK,"21,014",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN,GSTN No. EMD, Affidavit Online Cost of tender paper etc. as per DTCN",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,Online - SEJSG 04 of 2025-26,2025_CERWI_117787_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"R.W.Division, Jharsuguda","6,000",0.0,Nil,Nil,No,Periodical Maintenance of R.D. Road to Suldia (Package. No. OR1443B) in the district of Jharsuguda for the year 2025-26.,Periodical Maintenance of R.D. Road to Suldia (Package. No. OR1443B) in the district of Jharsuguda for the year 2025-26.,Please refer Tender documents. ,NA ,"21,01,386",Civil Works - Roads,NA ,Tender,90.0,30.0,Jharsuguda,768204.0,NA ,NA ,NA ,"R.W.Division, Jharsuguda",No ,No,AOC
,,,,,,,,,,,,,2,3078460,PRATIK CONSTRUCTION,13-Sep-2025 01:43 PM,Rejected-AOC,Unsuccessful,21-Jan-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
