Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
"Superintending Engineer, PHD Koraput",Internal,"SE, AEE, DAO and AEE Estimator under this division",Chiranjibi Mahali,17-Jan-2026 05:04 PM,techsummary_567243.pdf (719.01 KB),PHEO||PH Circle Bhawanipatna||PH Division Koraput,2025_PHEO_122041_3,NIT No.8 of 2025-26,"Improvement of WS, SI and SD to Schools and Anganwadi in different wards of Nabarangpur Municipality under SP, D.No.13-4215 SUJALA for the year 2025-26",1.0,3293025.0,BIJAYA KUMAR MADALA,INR,"2,089,353",1,3293377,AMLANJYOTI PATNAIK,10-Dec-2025 03:31 PM,Rejected-Finance,Lottery lost,17-Jan-2026 05:08 PM,17-Jan-2026,"INR 2,457,773",90.0,Chiranjibi Mahali,17-Jan-2026 05:10 PM,aoc.pdf (2499.00 KB),AOC,Finance,7nos bidders are participating all documents downloaded,Chiranjibi Mahali,17-Jan-2026 05:02 PM,finance_567243.pdf,BOQ Comparative Chart,"Superintending Engineer, PHD Koraput",Internal,"SE, AEE, DAO and AEE Estimator under this division",Chiranjibi Mahali,17-Jan-2026 05:08 PM,finsummary_567243.pdf (719.01 KB),AOC,PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.8 of 2025-26,2025_PHEO_122041_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,28-Nov-2025 11:00 AM,11-Dec-2025 11:00 AM,28-Nov-2025 11:00 AM,10-Dec-2025 05:00 PM,28-Nov-2025 11:00 AM ,08-Dec-2025 05:00 PM ,28-Nov-2025 11:00 AM,10-Dec-2025 05:00 PM,"Superintending Engineer, PHD Koraput","Superintending Engineer, PHD Koraput","24,578",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Improvement of WS, SI and SD to Schools and Anganwadi in different wards of Nabarangpur Municipality under SP, D.No.13-4215 SUJALA for the year 2025-26","Improvement of WS, SI and SD to Schools and Anganwadi in different wards of Nabarangpur Municipality",Please refer Tender documents. ,NA ,"24,57,773",Civil Works - Water Works,NA ,Rate Contract,120.0,90.0,Nabarangpur,764059.0,NA ,NA ,NA ,"Superintending Engineer, PHD Koraput",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Registration Certificate- EMD- Paper cost- GSTIN- PAN- Affidavit etc. as per DTCN,AOC
,,,,,,,,,,,,,,,2,3289462,ANKITA SAHU,10-Dec-2025 01:34 PM,Rejected-Finance,Lottery lost,17-Jan-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,3,3293025,BIJAYA KUMAR MADALA,10-Dec-2025 01:26 PM,Accepted-AOC,AOC,17-Jan-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3292468,HARSHIT INFRATECH,10-Dec-2025 03:27 PM,Rejected-Finance,Lottery lost,17-Jan-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3292579,LINGARAJ ACHARYA,10-Dec-2025 12:02 AM,Rejected-Finance,Lottery lost,17-Jan-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3285914,PAPU GOUDA,07-Dec-2025 02:03 PM,Rejected-Finance,Lottery lost,17-Jan-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3283075,SIMANCHAL GOUDA,07-Dec-2025 01:40 PM,Rejected-Finance,Lottery lost,17-Jan-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
