Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,15-Nov-2025 06:55 PM,08-Dec-2025 10:30 AM,15-Nov-2025 06:55 PM,06-Dec-2025 05:00 PM,NA ,NA ,15-Nov-2025 06:55 PM,06-Dec-2025 05:00 PM,08-Jan-2026 10:30 AM,"67,700",Yes,fixed,,Nil,Nil,Orissa State Police Housing and Welfare Corporation Ltd,19/OPHWC/2025-26,2025_OSPHW_121363_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","Construction Of Dangarabheja O.P. Building, Nabarangpur",Building Work,Please refer Tender documents. ,NA ,"67,65,577",Civil Works - Buildings,NA ,Tender,90.0,180.0,Nabarangpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,31-Jan-2026 04:32 PM,finsummary_564665.pdf (739.42 KB),Technical,2 Nos. of bidders have been participated,MONALISHA PADHY,08-Dec-2025 11:30 AM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_121363_8,19/OPHWC/2025-26,"Construction Of Dangarabheja O.P. Building, Nabarangpur",1.0,3283089.0,ASHOK KUMAR SETHI,INR,"6,089,696",1.0,3283089.0,ASHOK KUMAR SETHI,06-Dec-2025 07:29 AM,Accepted-AOC,QUALIFIED BIDDER,31-Jan-2026 04:36 PM,31-Jan-2026,"INR 6,089,696",180.0,Bikram Keshari Malla,31-Jan-2026 04:35 PM,DANGARBHEJA.pdf (81.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 28.01.2026,Finance,Financial bid opened,LAXMIPRIYA NAYAK,08-Jan-2026 10:40 AM,,BOQ Comparative Chart,AS PER TC MINETUS,Internal,AS PER TC MINETUS,ANANDA CHANDRA PANDA,07-Jan-2026 01:51 PM,08-Jan-2026 10:30 AM,techsummary_564665.pdf (304.69 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,3284505.0,JAGAJJIBAN SETH,06-Dec-2025 03:38 PM,Rejected-Finance,DUE TO L2 BIDDER,31-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
