Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
03-Nov-2025 06:00 PM,14-Nov-2025 11:00 AM,03-Nov-2025 06:00 PM,13-Nov-2025 05:00 PM,03-Nov-2025 06:00 PM ,12-Nov-2025 05:00 PM ,03-Nov-2025 06:00 PM,13-Nov-2025 05:00 PM,1.0,ICICI BANK,"13,220",Yes,percentage,1.0%,Nil,Nil,Periodical Maintenance to RD Road to Dehuriposi road from ch 0/000 to 1/000 Km for the year 2025-26,Periodical Maintenance to RD Road to Dehuriposi road from ch 0/000 to 1/000 Km for the year 2025-26,Please refer Tender documents. ,NA ,"13,22,000",Civil Works - Roads,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 07 OF 2025-26,2025_CERWI_120667_28,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GST AFFIDAVIT AND AS PER ANNEXURE,SUPERINTENDING ENGINEER,"At-Gambharia Po- DD College Near Diary Farm. O/o the SE R.W Division-I, Keonjhar",AOC,SE,Internal,,Sanjukta Marndi,31-Dec-2025 10:54 AM,techsummary_561486.pdf (655.95 KB),SE,Internal,,Sanjukta Marndi,31-Dec-2025 10:57 AM,finsummary_561486.pdf (655.95 KB),Finance,COVER1,Sanjukta Marndi,31-Dec-2025 10:52 AM,finance_561486.pdf,BOQ Comparative Chart,1,3217062,ANIL KUMAR NAYAK,12-Nov-2025 01:23 PM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,1.0,3215573.0,BISWAJIT ROUT,INR,"1,123,711",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2025_CERWI_120667_28,NCB 07 OF 2025-26,Periodical Maintenance to RD Road to Dehuriposi road from ch 0/000 to 1/000 Km for the year 2025-26,31-Dec-2025,"INR 1,321,857",30.0,Kapileswar Singh,22-Jan-2026 04:59 PM,RD_Dehuriposi.pdf (367.00 KB),AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,2,3221764,BISHNUPRIYA MOHANTA,13-Nov-2025 03:24 PM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3215573,BISWAJIT ROUT,11-Nov-2025 11:31 PM,Accepted-AOC,Accept,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3218388,JITENDRA KUMAR BEHERA,12-Nov-2025 06:35 PM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3221196,KUNDAN KUMAR SETHY,13-Nov-2025 01:32 PM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3219763,PRAKASH GHADEI,13-Nov-2025 02:46 AM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3221347,PRITIPRAVA GHADEI,13-Nov-2025 01:52 PM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3215549,SANYASI KUMAR GHADEI,11-Nov-2025 10:59 PM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3208049,SARAT NAYAK,10-Nov-2025 06:28 PM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3221861,SIPU SETHY,13-Nov-2025 04:06 PM,Rejected-AOC,Reject,22-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,AOC
