Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-41 of 2025-26,2025_EICCL_118904_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"50,000",Yes,fixed,,Nil,Nil,SE Cuttack RandB Division No_I,"O/O SE Cuttack RandB Division No_I, Cuttack",1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN","Supply, Installation, Testing and Commissioning of Acoustic Stage Drapery of Zilla Sanskruti Bhawan, Cuttack ( Civil work)",Building work,As per DTCN ,NA ,"49,90,936",Civil Works - Buildings,NA ,Tender,90.0,90.0,Cuttack,753001.0,NA ,NA ,NA ,"O/O SE Cuttack RandB Division No_I, Cuttack",No ,No,03-Oct-2025 12:00 PM,10-Oct-2025 11:00 AM,03-Oct-2025 12:00 PM,09-Oct-2025 05:00 PM,NA ,NA ,03-Oct-2025 12:00 PM,09-Oct-2025 05:00 PM,AOC,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_118904_1,SE CTC (RandB)-41 of 2025-26,"Supply, Installation, Testing and Commissioning of Acoustic Stage Drapery of Zilla Sanskruti Bhawan, Cuttack ( Civil work)",Er. Md Shahbaz SE,Internal,Er Abhaya Bharati Pattanaik AE Estr Er Amiya Ranjan Sinha EE(OSD) Estr Mr N Srinibash Sr DAO,Mohammed Shahbaz,20-Jan-2026 05:29 PM,finsummary_554552.pdf (392.75 KB),Finance,2nos bids received,Mohammed Shahbaz,10-Oct-2025 12:10 PM,,BOQ Comparative Chart,1.0,3115899.0,M/S GUGUSYS SMART SOLUTIONS PRIVATE LIMITED,INR,"4,242,795",1,3115899,M/S GUGUSYS SMART SOLUTIONS PRIVATE LIMITED,09-Oct-2025 10:52 AM,Accepted-AOC,Accepted,20-Jan-2026 05:31 PM,20-Jan-2026,"INR 4,242,795",90.0,Mohammed Shahbaz,20-Jan-2026 05:31 PM,118904_1_A.pdf (1062.00 KB),The date of commencement may be treated as 15.01.2026 to complete the work by 14.04.2026 in all respect,Er. Md Shahbaz SE,Internal,Er Abhaya Bharati Pattanaik AE Estr Er Amiya Ranjan Sinha EE(OSD) Estr Mr N Srinibash Sr DAO,Mohammed Shahbaz,20-Jan-2026 05:25 PM,techsummary_554552.pdf (905.92 KB),AOC
,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3120371,NIBEDITA MOHAPATRA,09-Oct-2025 04:26 PM,Rejected-Technical,Disqualified,20-Jan-2026 05:25 PM,,,,,,,,,,,,,,AOC
