Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_119443_21,15/OPHWC/2025-26,"Construction Of 06 Nos. E Type Qtrs. At Reamal PS, Deogarh",1.0,3171355.0,JAGADEV ROUTRAY,INR,"15,196,195",1,3171355,JAGADEV ROUTRAY,01-Nov-2025 10:01 AM,Accepted-AOC,QUALIFIED BIDDER,01-Jan-2026 04:28 PM,01-Jan-2026,"INR 15,196,195",365.0,Bikram Keshari Malla,01-Jan-2026 04:28 PM,REAMAL.pdf (81.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 31.12.2025,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,08-Dec-2025 05:19 PM,09-Dec-2025 10:30 AM,techsummary_556026.pdf (322.02 KB),Finance,FINANCIAL BID OPEN AND COMAPARITVE GENERATED,LAXMIPRIYA NAYAK,09-Dec-2025 11:57 AM,,BOQ Comparative Chart,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,01-Jan-2026 04:25 PM,finsummary_556026.pdf (801.28 KB),Technical,3 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,12-Nov-2025 12:48 PM,,AOC,1.0,EXTENSION OF DATE AND TIME,Date,,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","Construction Of 06 Nos. E Type Qtrs. At Reamal PS, Deogarh",Building Work,Please refer Tender documents. ,NA ,"1,78,75,774",Civil Works - Buildings,NA ,Tender,90.0,365.0,Deogarh,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,14-Oct-2025 06:55 PM,10-Nov-2025 10:30 AM,14-Oct-2025 06:55 PM,07-Nov-2025 05:00 PM,NA ,NA ,14-Oct-2025 06:55 PM,07-Nov-2025 05:00 PM,09-Dec-2025 10:30 AM,1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,15/OPHWC/2025-26,2025_OSPHW_119443_21,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"1,78,800",Yes,fixed,,Nil,Nil,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,AOC
,,,,,,,,,2,3150785,Pramod Kumar Das,25-Oct-2025 12:12 PM,Rejected-Finance,DUE TO L2 BIDDER,01-Jan-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3167386,UDAYA KUMAR SWAIN,01-Nov-2025 05:00 PM,Rejected-Finance,DUE TO L2 BIDDER,01-Jan-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
