Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Executive Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Rasmita Kumari Sahu,03-Jan-2026 08:34 PM,techsummary_563110.pdf (799.37 KB),1,3233494,AMAR NATH JENA,18-Nov-2025 10:21 AM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,03-Jan-2026,"INR 3,214,416",60.0,Rasmita Kumari Sahu,03-Jan-2026 08:47 PM,AOC1.pdf (322.00 KB),58P1 / 2025-26,1.0,3234147.0,Ramesh Pradhan,INR,"3,214,416",Finance,Bid opening Summary,Rasmita Kumari Sahu,03-Jan-2026 08:27 PM,finance_563110.pdf,BOQ Comparative Chart,"Executive Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Rasmita Kumari Sahu,03-Jan-2026 08:41 PM,finsummary_563110.pdf (1002.75 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_121039_1,OnlineTender/11/SERWDG-I/25-26,SR to Buguda-Motabadi-Ambapua Road,AOC,1.0,ICICI BANK,SR to Buguda-Motabadi-Ambapua Road,SR to Buguda-Motabadi-Ambapua Road,NA ,NA ,"37,82,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Berhampur,760010.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-I, GANJAM, BERHAMPUR",No ,No,"E.E., R.W. Division-I, Ganjam, Berhampur","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,OnlineTender/11/SERWDG-I/25-26,2025_CERWI_121039_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN","37,820",Yes,fixed,,Nil,Nil,10-Nov-2025 05:00 PM,19-Nov-2025 11:30 AM,10-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,10-Nov-2025 05:00 PM ,17-Nov-2025 03:00 PM ,10-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3225605,Deepak Kumar Swain,14-Nov-2025 06:12 PM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3230124,Dibakar Behera,16-Nov-2025 08:42 PM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3235335,Dilip Kumar Pradhan,18-Nov-2025 02:19 PM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3234385,DIPAK KUMAR SAHU,18-Nov-2025 10:47 AM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3234815,DUKHI NAIK,18-Nov-2025 01:21 PM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3233131,GOUTAM PRADHAN,17-Nov-2025 05:45 PM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3233510,G. Sravan Kumar Achari,17-Nov-2025 07:08 PM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3232795,Jitendra Pradhan,17-Nov-2025 04:13 PM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3235638,JITU SWAIN,18-Nov-2025 03:47 PM,Rejected-AOC,After drawl of transparent lottery,03-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
