Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Municipal Bodies||Patnagarh NAC,223_06_02_25_NACPTG,2025_ORULB_110306_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of C.C. Road from Gundu Panigrahi house to Runa Panigrahi house Jail line Pada in Ward No.7 under N.A.C. Patnagarh,Construction of C.C. Road from Gundu Panigrahi house to Runa Panigrahi house Jail line Pada in Ward No.7 under N.A.C. Patnagarh,Please refer Tender documents. ,NA ,"6,71,730",Civil Works - Roads,NA ,Tender,90.0,30.0,NAC PATNAGARH,767025.0,NA ,NA ,NA ,NAC PATNAGARH,No ,No,"6,717",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, GST, PAN, CONTRACTOR REGISTRATION CERTIFICATE, EXPERIENCE CERTIFICATE ETC",EXECUTIVE OFFICER,"EO, NAC PTG",10-Feb-2025 09:00 AM,18-Feb-2025 11:00 AM,10-Feb-2025 09:00 AM,17-Feb-2025 05:00 PM,NA ,NA ,10-Feb-2025 09:00 AM,17-Feb-2025 05:00 PM,AOC,"Manasi Biswal, Chairperson",Internal,"Chairperson, Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,21-Jan-2026 04:53 PM,finsummary_529358.pdf (1164.28 KB),"Manasi Biswal, Chairperson",Internal,"Chairperson, Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,21-Jan-2026 04:11 PM,techsummary_529358.pdf (1164.28 KB),21-Jan-2026,"INR 796,650",30.0,Narayan Dandsena,21-Jan-2026 05:15 PM,13wo.pdf (812.00 KB),Construction of C.C. Road from Gundu Panigrahi house to Runa Panigrahi house Jail line Pada in Ward No.7 under N.A.C. Patnagarh,1,2817680,BHOLANATH MEHER,16-Feb-2025 06:07 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,Municipal Bodies||Patnagarh NAC,2025_ORULB_110306_13,223_06_02_25_NACPTG,Construction of C.C. Road from Gundu Panigrahi house to Runa Panigrahi house Jail line Pada in Ward No.7 under N.A.C. Patnagarh,1.0,2815200.0,MOHAMMED ANISH,INR,"796,650",Finance,15 Nos of Bidder have Participated in the work - Construction of C.C. Road from Gundu Panigrahi house to Runa Panigrahi house Jail line Pada in Ward No.7 under N.A.C. Patnagarh .,Narayan Dandsena,21-Jan-2026 03:56 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2820876,BIMBADHAR BEHERA,17-Feb-2025 04:14 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2822392,BIRENDRA SETH,17-Feb-2025 04:33 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2818758,CHITTROTPALA PANIGRAHI,15-Feb-2025 12:03 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2822214,DEBASISH PARICHHA,17-Feb-2025 04:38 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2818363,JAYAKRISHNA MEHER,14-Feb-2025 07:42 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2819616,JAYANTA MEHER,15-Feb-2025 04:55 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2820270,JOSNA BHOI,16-Feb-2025 11:51 AM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2822611,KUMAR CHANDRA PATRA,17-Feb-2025 03:15 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2815200,MOHAMMED ANISH,14-Feb-2025 12:15 PM,Accepted-AOC,"All 15 bidders submitted bids for the same amount. Hence, as directed by the authority, a lottery process was initiated, and Mahammad Anish has been selected to execute the above work.",21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,2821257,RAJESH RANJAN PATRA,17-Feb-2025 12:05 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,2815092,RAJ KUMAR KUDEI,13-Feb-2025 07:39 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,2819697,ROJALINI SUBUDHI,15-Feb-2025 08:01 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,2820893,SANDHYARANI DARUAN,16-Feb-2025 10:13 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,2819942,TANMAYA SUAR,15-Feb-2025 09:12 PM,Rejected-AOC,Rejected,21-Jan-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
