EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"15,000",Yes,fixed,,Nil,Nil,Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126",Renovation of E-type quarter of Soroda Irrigation Section of Bhanjanagar Irrigation Division for the year 2025-26.,Renovation of E-type quarter of Soroda Irrigation Section of Bhanjanagar Irrigation Division for the year 2025-26.,Please refer Tender documents. ,NA ,"14,96,406",Civil Works - Others,NA ,Tender,90.0,90.0,Aska,761110.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,17-Jan-2026 04:11 PM,techsummary_565398.pdf (399.23 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,17-Jan-2026 04:32 PM,finsummary_565398.pdf (474.08 KB),Finance,Ten (10) number of bidders are successful downloaded.,Anita Das,29-Nov-2025 04:28 PM,,BOQ Comparative Chart,17-Jan-2026,"INR 1,272,095",90.0,Sanjay Kumar Pradhan,17-Jan-2026 04:40 PM,AOC26.PDF (394.00 KB),The date of commencement of the work on dated 23.12.2025 and stipulated date of completion on dated 22.03.2026 vide Agreement No.498P1/2025-26 on dated 23.12.2025.,1.0,3263066.0,RADHA KRUSHNA SAHU,INR,"1,272,095","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_26,e-procurement Notice No.e-BNID-02/2025-26,Renovation of E-type quarter of Soroda Irrigation Section of Bhanjanagar Irrigation Division for the year 2025-26.,1,3259885,JASMIN SAHU,27-Nov-2025 01:21 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3248179,Jayasen Sahu,23-Nov-2025 03:37 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3263738,Karanda Bisoyi,28-Nov-2025 02:35 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3255602,Rachana Pradhan,27-Nov-2025 10:45 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3263066,RADHA KRUSHNA SAHU,28-Nov-2025 12:39 PM,Accepted-AOC,Winner in the Transparent Lottery System and Awarded to the Contractor.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3259769,SATYA NARAYAN BEHERA,27-Nov-2025 12:58 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3259062,SIMANCHAL SAHU,27-Nov-2025 09:23 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3262718,SRINIBAS PATRO,28-Nov-2025 11:43 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3261526,Subas chandra Behera,27-Nov-2025 08:24 PM,Rejected-Finance,Dis-qualified due to 2nd lowest bidder did not allowed in Transparent Lottery System.,17-Jan-2026 04:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3250530,UMITA PANDA,26-Nov-2025 05:18 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 04:40 PM,AOC
