Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Finance,6 Nos. of bidders have participated.,Sanjay Kumar Mohanty,08-Jul-2025 01:46 PM,,BOQ Comparative Chart,1.0,2990694.0,SUSMITA TRIPATHY,INR,"501,925.66",Municipal Bodies||Balangir Municipality,2025_ORULB_114708_9,BLGRMPTY/05(01-14)/2025-26,"Construction of Road and Drain From Satya Bhoi to Salepali Road,W.No-18","SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,20-Sep-2025 08:34 PM,finsummary_543987.pdf (193.86 KB),"SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,11-Aug-2025 06:10 PM,techsummary_543987.pdf (443.78 KB),1,2989738,ALOK KUMAR SINGH,05-Jul-2025 01:46 AM,Rejected-Finance,other then L1 Bidder,20-Sep-2025 08:34 PM,29-Oct-2026,"INR 501,925.66",90.0,Sanjay Kumar Mohanty,27-Jan-2026 04:56 PM,WO0520252609.pdf (1049.00 KB),After approval of the tender Committee the contractor Smt Susmita Tripathy is awarded the above work vide work order No.5694 Dt.29.10.2025.,AOC,Municipal Bodies||Balangir Municipality,BLGRMPTY/05(01-14)/2025-26,2025_ORULB_114708_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,904",Yes,percentage,1.0%,Nil,Nil,23-Jun-2025 11:00 AM,07-Jul-2025 11:00 AM,23-Jun-2025 11:00 AM,05-Jul-2025 05:00 PM,NA ,NA ,23-Jun-2025 11:00 AM,05-Jul-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Construction of Road and Drain From Satya Bhoi to Salepali Road,W.No-18",Road and Drain work,Please refer tender Documents  ,NA ,"5,90,431",Civil Works - Roads,NA ,Tender,180.0,90.0,Balangir,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2990128,CHANDRAKANTA MISHRA,05-Jul-2025 01:17 PM,Rejected-Finance,other then L1 Bidder,20-Sep-2025 08:34 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2988652,RAM KUMAR JATI,04-Jul-2025 12:38 PM,Rejected-Finance,other then L1 Bidder,20-Sep-2025 08:34 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2986915,SHIBA PRASAD BEHERA,02-Jul-2025 06:31 PM,Rejected-Finance,other then L1 Bidder,20-Sep-2025 08:34 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2990224,SRI HAREKRUSHNA ADJUED,05-Jul-2025 12:59 PM,Rejected-Finance,other then L1 Bidder,20-Sep-2025 08:34 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2990694,SUSMITA TRIPATHY,05-Jul-2025 04:01 PM,Accepted-AOC,L1,27-Jan-2026 04:57 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
