Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
EXECUTIVE ENGINEER,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 12:25 PM,techsummary_552493.pdf (1007.88 KB),1.0,3094334.0,S.R CONSTRUCTIONS PROP-SUJATA RAY,INR,"1,226,900","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_117999_6,BID NO-2170/2025-26 DT.08.09.2025,REVIVAL AND RE-ENERGISATION OF DARADA-III LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,1,3093405,ALOK KUMAR SETHY,22-Sep-2025 09:38 AM,Rejected-Technical,Rejected,02-Jan-2026 12:25 PM,Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,23-Sep-2025 12:40 PM,finance_552493.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 12:27 PM,finsummary_552493.pdf (1007.88 KB),02-Jan-2026,"INR 1,226,900",90.0,SUJIT KUMAR MOHANTY,02-Jan-2026 12:28 PM,DaradaSrcnst6.pdf (1008.00 KB),Work order and agreement completed,AOC,15-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,15-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,15-Sep-2025 10:00 AM ,20-Sep-2025 05:00 PM ,15-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-2170/2025-26 DT.08.09.2025,2025_OLIC_117999_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,EE LI DIVISION BHUBANESWAR,EE LI DIVISION BHUBANESWAR,"14,432",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,REVIVAL AND RE-ENERGISATION OF DARADA-III LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF DARADA-III LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,Please refer tender docuemnts ,NA ,"14,43,242",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALIPATNA,752102.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,"7,080",0.0,Nil,Nil,Yes,AOC
,,,,,,,,,,,,,,,2,3091099,HAREKRUSHNA ROUT,20-Sep-2025 05:41 PM,Rejected-Technical,Rejected,02-Jan-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3093748,JITENDRA SARANGI,22-Sep-2025 01:18 PM,Rejected-Technical,Rejected,02-Jan-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3090275,RAJESH KUMAR SAHOO,22-Sep-2025 03:25 PM,Rejected-Technical,Rejected,02-Jan-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3094261,SHREE KISHAN ENTERPRISES,22-Sep-2025 01:06 PM,Rejected-Technical,Rejected,02-Jan-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3094334,S.R CONSTRUCTIONS PROP-SUJATA RAY,22-Sep-2025 12:55 PM,Accepted-AOC,Work order and agreement completed,02-Jan-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
