Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,All documents download and go to technical evaluation,Sujata Behera,07-Dec-2025 07:23 PM,finance_557581.pdf,BOQ Comparative Chart,26-Jan-2026,"INR 714,174.61",30.0,Amir Kumar Sethy,26-Jan-2026 05:52 PM,119918_17AOC.pdf (418.00 KB),1.0,3169066.0,MANOJ KUMAR PANDIA,INR,"714,174.61",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119918_17,E-TCN No.06 of 2025-26,S/R to Jageswarpada - Bishnupur via- Aruhabad Road for the year 2025-26.,1,3173869,BASANTA KUMAR PATRA,02-Nov-2025 01:12 PM,Rejected-AOC,Rejected,26-Jan-2026 05:52 PM,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,26-Jan-2026 05:45 PM,techsummary_557581.pdf (200.31 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,26-Jan-2026 05:48 PM,finsummary_557581.pdf (200.31 KB),AOC,24-Oct-2025 05:00 PM,04-Nov-2025 11:00 AM,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,24-Oct-2025 05:00 PM ,03-Nov-2025 03:00 PM ,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,1.0,ICICI BANK,1.0,Add DTCN and Corrigendum,Other,,"8,401",Yes,percentage,1.0%,Nil,Nil,"SERW Division-II, Balasore","O/o the SERW Division-II, Balasore",S/R to Jageswarpada - Bishnupur via- Aruhabad Road for the year 2025-26.,S/R to Jageswarpada - Bishnupur via- Aruhabad Road for the year 2025-26.,Please refer Tender documents. ,NA ,"8,40,107",Civil Works - Roads,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the SERW Division-II, Balasore",No ,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN No.06 of 2025-26,2025_CERWI_119918_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,2,3174001,BENIMADHAB BIHARI,02-Nov-2025 03:14 PM,Rejected-AOC,Rejected,26-Jan-2026 05:52 PM,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,3169066,MANOJ KUMAR PANDIA,31-Oct-2025 03:30 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No 155 P1 of 2025-26,26-Jan-2026 05:52 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,3162775,"M/S Jagannath Construction, Prop-Prasanta Nayak",01-Nov-2025 07:51 PM,Rejected-AOC,Rejected,26-Jan-2026 05:52 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,3164903,SUSANTA KUMAR PANDA,31-Oct-2025 10:12 AM,Rejected-AOC,Rejected,26-Jan-2026 05:52 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
