Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,31-Oct-2025 06:30 PM,12-Nov-2025 11:00 AM,31-Oct-2025 06:30 PM,11-Nov-2025 05:30 PM,31-Oct-2025 06:30 PM ,11-Nov-2025 05:30 PM ,31-Oct-2025 06:30 PM,11-Nov-2025 05:30 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH42526,2025_CERWI_120478_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH","23,201",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,S/R to Collector residence to Bhatasahi road such as RCC drain for the year 2025-26,S/R to Collector residence to Bhatasahi road such as RCC drain for the year 2025-26,NA ,NA ,"23,20,147",Civil Works - Roads,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_120478_1,TENDERONLINEDNAYAGARH42526,S/R to Collector residence to Bhatasahi road such as RCC drain for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,01-Jan-2026 06:49 PM,finsummary_560583.pdf (2828.80 KB),Finance,Technical Evaluation Committee,Sasmita Munduri,29-Nov-2025 05:03 PM,finance_560583.pdf,BOQ Comparative Chart,1.0,3207063.0,DURGAMADHAB MAJHI,INR,"1,972,357",01-Jan-2026,"INR 1,972,357",60.0,Sasmita Munduri,01-Jan-2026 06:54 PM,6811.pdf (510.00 KB),65P1 OF 2025-26,1,3212687,AKASH PANDA,11-Nov-2025 01:24 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,EE,Internal,EE DAO AND ESTIMATOR,Sasmita Munduri,02-Dec-2025 12:20 PM,techsummary_560583.pdf (2828.79 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3206720,AKSHAY KUMAR MANGARAJ,10-Nov-2025 03:19 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3211556,AMIT KUMAR PRUSTY,11-Nov-2025 11:29 AM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3198281,AMIT KUMAR SAMANTARA,10-Nov-2025 10:40 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3189999,AMJAD KHAN,07-Nov-2025 11:09 AM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3202667,ASHUTOSH BALIARSINGH,09-Nov-2025 05:57 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3209854,BASANTA KUMAR DAS,10-Nov-2025 09:08 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3199932,BASANTI SWAIN,08-Nov-2025 11:28 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3174310,Bidyadhar Barad,02-Nov-2025 01:59 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3197125,BIKASH PRADHAN,08-Nov-2025 08:23 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3212276,BISWANATH PATTANAYAK,11-Nov-2025 01:57 PM,Rejected-AOC,L1,01-Jan-2026 06:54 PM,,,,,,,AOC
