Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Electrical Renovation work at CHC Building Padmapur,Electrical Work,Please refer tender document ,NA ,"28,61,478",Electrical Works,NA ,Tender,90.0,90.0,Padmapur,765025.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 08 /2025-26,2025_EICCL_118168_7,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"29,000",Yes,fixed,,Nil,Nil,SE R and B Division No-II,Office of SE R and B Division No-II,"6,000",0.0,Nil,Nil,No,22-Sep-2025 04:30 PM,09-Oct-2025 11:00 AM,22-Sep-2025 04:30 PM,08-Oct-2025 05:00 PM,NA ,NA ,22-Sep-2025 04:30 PM,08-Oct-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender paper,EMD,PAN,GST,Affidavit,other documents as per DTCN",AOC,1,3117107,ARMAN ENGINEERING PROJECTS PRIVATE LIMITED,08-Oct-2025 04:46 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,25-Jan-2026,"INR 2,432,542",90.0,Durga Madhaba Padhi,25-Jan-2026 12:36 AM,ER_CHC_Padmapur_WO.pdf (522.00 KB),"Work is awarded to M/S Aditya Electricals through transparent lottery system, Vid Work order No-6488,Dt-19.12.2025 of R and B Division-II,Rayagada",SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,25-Jan-2026 12:17 AM,techsummary_552923.pdf (583.92 KB),SE No-II Rayagada,Internal,"SE,DaO,Estimator",Durga Madhaba Padhi,25-Jan-2026 12:25 AM,finsummary_552923.pdf (583.92 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2025_EICCL_118168_7,RC(RANDB) RGD NO. II/ 08 /2025-26,Electrical Renovation work at CHC Building Padmapur,1.0,3100993.0,M/s. Aditya Electricals,INR,"2,432,542",Finance,Tender Opened,Durga Madhaba Padhi,25-Jan-2026 12:12 AM,finance_552923.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quatity,AOC,2,3115993,BHUJABALA PATEL,08-Oct-2025 04:48 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3113998,DHANESWAR BARAD,07-Oct-2025 08:51 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3116058,KIKSHORE MOHAN PANI,08-Oct-2025 12:59 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3100993,M/s. Aditya Electricals,26-Sep-2025 02:31 PM,Accepted-AOC,First Lowest and awarded through transparent lottery system,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3114719,M/s.Balinki Panigrahi Engg / Bhabani Sankar Panigrahi,07-Oct-2025 06:32 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3114559,M/S Mahaveer Electricals,07-Oct-2025 05:29 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3116684,M/S SHREELAXMI ENTERPRISERS,08-Oct-2025 03:17 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3113623,ONE STEP SOLUTIONS,08-Oct-2025 09:46 AM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3098552,Rajendra Jena,27-Sep-2025 01:35 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3107998,SANDIP KUMAR AGRAWAL,06-Oct-2025 07:40 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3106803,SUKANTI TRADING CO.,07-Oct-2025 04:51 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3116781,TUSAR RANJAN PARIDA,08-Oct-2025 04:02 PM,Rejected-Finance,First Lowest,25-Jan-2026 12:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3112827,VACRON TECHNOLOGY PRIVATE LIMITED,06-Oct-2025 06:42 PM,Rejected-AOC,First Lowest,25-Jan-2026 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
