Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,03-Jan-2026 06:47 PM,techsummary_554948.pdf (1275.50 KB),03-Jan-2026,"INR 427,859",30.0,Bidyut Prabha Padhy,03-Jan-2026 07:02 PM,2025_CERWI_119064.pdf (1276.00 KB),Successful Bidder,1,3135109,DEBENDRA BISWAL,19-Oct-2025 11:06 AM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,Finance,OK,Bidyut Prabha Padhy,03-Jan-2026 06:37 PM,,BOQ Comparative Chart,1.0,3132049.0,SUKANTA BISWAL,INR,"427,859",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_119064_1,05/MOHANA/2025-26,Repair to Revenue IB Building At Chandragiri for the year 2025-26,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,03-Jan-2026 06:57 PM,finsummary_554948.pdf (1275.50 KB),AOC,1.0,ICICI BANK,"5,100",Yes,fixed,,Nil,Nil,Executive Engineer,"RURAL WORKS DIVISION, MOHANA","4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,other papers as per DTCN,BOQ",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,05/MOHANA/2025-26,2025_CERWI_119064_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,10-Oct-2025 11:00 AM,22-Oct-2025 11:00 AM,10-Oct-2025 11:00 AM,20-Oct-2025 05:00 PM,10-Oct-2025 11:00 AM ,17-Oct-2025 05:00 PM ,10-Oct-2025 11:00 AM,20-Oct-2025 05:00 PM,Repair to Revenue IB Building At Chandragiri for the year 2025-26,Repair to Revenue IB Building At Chandragiri for the year 2025-26,NA ,NA ,"5,03,304",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mohana,761015.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MOHANA",No ,No,AOC
,,,,,,,,,,,,,2,3126280,DEEPAK KUMAR BEHERA,13-Oct-2025 04:23 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3130326,HARI KRUSHNA PRADHAN,19-Oct-2025 07:25 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3130971,KARADA ANTARJYAMI PATRA,16-Oct-2025 01:22 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3138411,NIRMALA SAHU,20-Oct-2025 03:30 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3134647,PRAMOD KUMAR DASH,18-Oct-2025 03:16 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3138276,RAMA KRUSHNA MOHANTY,20-Oct-2025 03:01 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3134307,RITA PANIGRAHI,18-Oct-2025 01:16 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3127894,SAGAR SAHU,14-Oct-2025 03:54 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3134577,SANKAR SABAR,19-Oct-2025 01:18 PM,Rejected-AOC,All documents submitted.,03-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
