Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
25-Sep-2025 09:00 AM,10-Oct-2025 11:00 AM,25-Sep-2025 09:00 AM,09-Oct-2025 05:30 PM,NA ,NA ,25-Sep-2025 09:00 AM,09-Oct-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Affidavit, RC, No Relationship etc.",CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,BAID 02 OF 2025-26,2025_KIDK_118339_63,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE, Baitarani Irrigation Division, Salapada","SE, Baitarani Irrigation Division, Salapada","20,000",Yes,fixed,,Nil,Nil,Improvement to scoured bank on Baitarani Left near village Raghabapur for the year 2025-26,Improvement to scoured bank on Baitarani Left near village Raghabapur for the year 2025-26,Please refer Tender documents. ,NA ,"2,00,000",Civil Works - Others,NA ,Tender,90.0,120.0,Salapada,758020.0,NA ,NA ,NA ,"SE, Baitarani Irrigation Division, Salapada",No ,No,1.0,ICICI BANK,"6,000",Nil,Nil,No,AOC,1,3112233,BRAJAKISHORE SETHY,07-Oct-2025 12:04 PM,Rejected-Finance,r,22-Nov-2025 08:26 PM,31-Jan-2026,"INR 1,699,785.19",120.0,Laxman Marandi,31-Jan-2026 10:53 AM,63.pdf (305.00 KB),aoc,"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,22-Nov-2025 08:18 PM,techsummary_553356.pdf (411.70 KB),"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,22-Nov-2025 08:26 PM,finsummary_553356.pdf (411.70 KB),CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,2025_KIDK_118339_63,BAID 02 OF 2025-26,Improvement to scoured bank on Baitarani Left near village Raghabapur for the year 2025-26,1.0,3118396.0,SATYABRAT BRAHMA,INR,"1,699,785.19",Finance,U,SIDDHARTHA SHANKAR DAS,22-Nov-2025 10:11 AM,finance_553356.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,2,3113430,CHITTARANJAN RANA,06-Oct-2025 11:18 PM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3117672,CHITTARANJAN SAHOO,08-Oct-2025 07:17 PM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3112908,DIPIKA SWAIN,06-Oct-2025 10:37 PM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3109992,GITA RANI SAHOO,04-Oct-2025 06:29 PM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3117556,Gouranga Jena,08-Oct-2025 07:36 PM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3104708,JAGABANDHU JENA,01-Oct-2025 05:54 PM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3113939,Laxmipriya Behera,07-Oct-2025 12:36 PM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3114126,M/s. Shantiram Agency,09-Oct-2025 12:45 AM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3108459,NARAYAN SETHY,06-Oct-2025 11:51 AM,Rejected-Finance,r,22-Nov-2025 08:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
