Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
27-Oct-2025 11:00 AM,04-Nov-2025 05:30 PM,27-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,04-Nov-2025 01:00 PM ,27-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"SE RW Division, Balasore","O/o the SE RW Division, Balasore",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,05 SERW BLS 2025-26,2025_CERWI_120115_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"40,922",Yes,percentage,1.0%,Nil,Nil,Construction of New Sub-Center Building at Vellora under Basta Block for the year 2023-24,Construction of New Sub-Center Building at Vellora under Basta Block for the year 2023-24,Please refer tender documents ,NA ,"40,92,228",Civil Works - Buildings,NA ,Tender,90.0,90.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P.cost, EMD, RC, Pan, GSTIN, Affidavit, No relation certificate and other as per DTCN",1.0,ICICI BANK,AOC,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_120115_2,05 SERW BLS 2025-26,Construction of New Sub-Center Building at Vellora under Basta Block for the year 2023-24,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,03-Jan-2026 11:34 AM,finsummary_558451.pdf (918.14 KB),Finance,Document downloaded,Priyadarshini Behera,08-Nov-2025 05:32 PM,finance_558451.pdf,BOQ Comparative Chart,1.0,3175808.0,Subrat Kumar Panda,INR,"3,478,803",1,3173916,BHASKAR RANJAN SWAIN,02-Nov-2025 07:23 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,03-Jan-2026,"INR 3,478,803",90.0,Soubhagya Kumar Das,03-Jan-2026 11:36 AM,2SL.pdf (918.00 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,03-Jan-2026 11:31 AM,techsummary_558451.pdf (918.14 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3164476,BISWAJIT DALAI,28-Oct-2025 06:56 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3174834,CHANDAN KUMAR DHAL,02-Nov-2025 05:38 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3170263,DILLIP KUMAR SAHU,01-Nov-2025 07:08 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3174819,JADU NATH SAHU,02-Nov-2025 05:23 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3177131,PROUL ENGINEERING PRIVATE LIMITED,03-Nov-2025 04:49 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3181051,SATYAJIT SAHOO,04-Nov-2025 02:43 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3166521,SATYA SOVAN GIRI,29-Oct-2025 05:24 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3174703,SUBHASHIS SETHY,02-Nov-2025 04:41 PM,Rejected-AOC,Not Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3175808,Subrat Kumar Panda,02-Nov-2025 11:18 PM,Accepted-AOC,Qualified,03-Jan-2026 11:36 AM,,,,,,,,,,,,,AOC
