Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"7,080",0.0,Nil,Nil,No,"27,710",Yes,fixed,,Nil,Nil,"EE, LI Division, Dhenkanal","EE, LI Division, Dhenkanal",26-Nov-2025 03:00 PM,05-Dec-2025 11:00 AM,26-Nov-2025 03:00 PM,04-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 03:00 PM,04-Dec-2025 05:00 PM,22-Dec-2025 09:00 AM,1,ICICI BANK,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,EEDKL(OLIC)-03/2025-26,2025_OLIC_121931_31,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN",installation and Energisation of Kalusahukateni L.I.P under Odapada Block in Dhenkanal District.,installation and Energisation of Kalusahukateni L.I.P under Odapada Block in Dhenkanal District.,Please refer Tender documents. ,NA ,"27,71,033",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"EE, LI Division, Dhenkanal",No ,No,AOC,EE,Internal,DAO estimator,BIJAY KUMAR TARAI,16-Jan-2026 07:54 PM,finsummary_567187.pdf (60.04 KB),Technical,Opened,BIJAY KUMAR TARAI,19-Dec-2025 12:33 PM,,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,2025_OLIC_121931_31,EEDKL(OLIC)-03/2025-26,installation and Energisation of Kalusahukateni L.I.P under Odapada Block in Dhenkanal District.,1.0,3279276.0,Gita Construction,INR,"2,632,758.47",16-Jan-2026,"INR 2,632,758.47",90.0,BIJAY KUMAR TARAI,16-Jan-2026 07:56 PM,Tech.pdf (60.00 KB),Awarded,1,3279276,Gita Construction,04-Dec-2025 04:35 PM,Accepted-AOC,Awarded,16-Jan-2026 07:57 PM,Finance,Opened,BIJAY KUMAR TARAI,26-Dec-2025 11:56 AM,,BOQ Comparative Chart,EE,Internal,DAO Estimator,BIJAY KUMAR TARAI,20-Dec-2025 11:17 PM,22-Dec-2025 09:00 AM,techsummary_567187.pdf (110.49 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3278430,saumendu sutar,04-Dec-2025 02:46 PM,Rejected-Finance,L2 bidder,16-Jan-2026 07:54 PM,,,,,,,,,,,,,,AOC
