Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Financial Bid Opening and Lottery Invitation,BIKRAMADITYA PANIGRAHY,01-Dec-2025 01:01 PM,finance_555589.pdf,BOQ Comparative Chart,Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,19-Nov-2025 11:38 AM,20-Nov-2025 11:00 AM,techsummary_555589.pdf (2518.79 KB),1,3148418,ANNAPURNA ROUT,25-Oct-2025 10:05 PM,Rejected-AOC,Not Selected in Lottery,30-Jan-2026 05:48 PM,15-Dec-2025,"INR 2,883,658",90.0,BIKRAMADITYA PANIGRAHY,30-Jan-2026 05:47 PM,Badabaikala.pdf (620.00 KB),Award of Contract,1.0,3147787.0,ARUN KUMAR BHAISAL,INR,"2,883,658",Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,06-Dec-2025 01:04 PM,finsummary_555589.pdf (1786.85 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,2025_OLIC_119374_17,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,New Installation and Energisation including power supply work of BADBAIKALA LIP under RAIRANGPUR block in Mayurbhanj District,Technical,Bid Opening Summary,BIKRAMADITYA PANIGRAHY,12-Nov-2025 01:17 PM,technical_555589.pdf,AOC,"33,921",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Executive Engineer,"At-Ankura,Po-Karanjia,Dist-Mayurbhanj",New Installation and Energisation including power supply work of BADBAIKALA LIP under RAIRANGPUR block in Mayurbhanj District,New Construction of Head works Distribution System and energization including Power supply work of BADBAIKALA LIP under RAIRANGPUR block in Mayurbhanj District,Please refer Tender documents ,NA ,"33,92,139",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,NA ,Karanjia,757037.0,NA ,NA ,NA ,Karanjia,No ,No,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,2025_OLIC_119374_17,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,13-Oct-2025 11:00 AM,28-Oct-2025 11:00 AM,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,13-Oct-2025 11:00 AM ,23-Oct-2025 05:00 PM ,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,20-Nov-2025 11:00 AM,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper Cost,EMD,GSTIN,PAN,Affidavit,Civil and HT License,Joint Venture Agreement",AOC
,,,,,,,,,,,,,2,3147787,ARUN KUMAR BHAISAL,26-Oct-2025 03:51 PM,Accepted-AOC,Awarded,30-Jan-2026 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,,3,3154783,BALARAM SENAPATI,27-Oct-2025 03:34 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3146530,BARENDRA KRISHNA MATAGAJSINGH,27-Oct-2025 01:13 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3137524,Chaitanya Dehuri,27-Oct-2025 04:16 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3158211,DAYANIDHI KABI,27-Oct-2025 01:26 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3156647,GIRIDHARI JENA,26-Oct-2025 11:18 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3153194,JAGDEV PANDA,26-Oct-2025 07:15 AM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3159097,KAMALAKANTA DAS,27-Oct-2025 04:14 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3157007,LAKSHMIMANI GIRI,27-Oct-2025 10:34 AM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
