Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to Sub-Division office Building at Kotpad for 2025-26,S/R to Sub-Division office Building at Kotpad for 2025-26,NA ,NA ,"2,99,426",Civil Works - Buildings,NA ,Tender,90.0,30.0,Koraput,764001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JEYPORE",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, TCN, LICENCE, AFFIDAVIT, GSTIN, PAN, BID COST EMD, NO RELATION CERTIFICATE ETC.","2,000",0.0,Nil,Nil,No,"2,994",Yes,fixed,,Nil,Nil,10-Dec-2025 12:00 PM,17-Dec-2025 10:00 AM,10-Dec-2025 12:00 PM,16-Dec-2025 05:00 PM,10-Dec-2025 12:00 PM ,15-Dec-2025 01:30 PM ,10-Dec-2025 12:00 PM,16-Dec-2025 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,Online-05/2025-26,2025_CERWI_122892_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, JEYPORE",AOC,1,3305434,AKASH BISSOI,16-Dec-2025 02:39 AM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,22-Jan-2026,"INR 254,542",30.0,Debashis Mandal,22-Jan-2026 05:48 PM,Subdivkotpad.pdf (606.00 KB),Work awarded to Sri.Amlanjyoti Madala,EE,Internal,,Debashis Mandal,22-Jan-2026 05:25 PM,techsummary_570808.pdf (606.03 KB),EE,Internal,,Debashis Mandal,22-Jan-2026 05:44 PM,finsummary_570808.pdf (606.03 KB),CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,2025_CERWI_122892_1,Online-05/2025-26,S/R to Sub-Division office Building at Kotpad for 2025-26,1.0,3307275.0,AMLAN JYOTI MADALA,INR,"254,542",Finance,15nos of valid tenderers,Jelin Sheela Kerkatta,19-Dec-2025 11:21 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3307275,AMLAN JYOTI MADALA,16-Dec-2025 01:40 PM,Accepted-AOC,Qualified,22-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3308621,BIJAYA KUMAR MADALA,16-Dec-2025 04:23 PM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3305002,B TEJESWAR RAO,16-Dec-2025 09:41 AM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3305362,LAXMI NARAYAN BISSOI,16-Dec-2025 01:22 AM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3307045,LOIS BAGH,16-Dec-2025 04:07 PM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3303942,M.BHAGYA LAXMI,15-Dec-2025 02:56 PM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3307536,MIHIR KUMAR SADANGI,16-Dec-2025 01:50 PM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3307316,PURNACHANDRA HARIJAN,16-Dec-2025 01:50 PM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3302812,Ram Keshari Bisoi,15-Dec-2025 06:59 PM,Rejected-Finance,Disqualified,22-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
