EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,772",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"Repair to HL bridge over river Lunijhara on Khedabarana to Saluni road such as Repair of railing and post, BT repair in app road with PMC and SC for the year 2025-26","Repair to HL bridge over river Lunijhara on Khedabarana to Saluni road such as Repair of railing and post, BT repair in app road with PMC and SC for the year 2025-26",NA ,NA ,"6,77,249",Civil Works - Bridges,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,"4,000",0.0,Nil,Nil,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH42526,2025_CERWI_120608_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,01-Nov-2025 06:00 PM,12-Nov-2025 11:00 AM,01-Nov-2025 06:00 PM,11-Nov-2025 05:30 PM,01-Nov-2025 06:00 PM ,11-Nov-2025 05:30 PM ,01-Nov-2025 06:00 PM,11-Nov-2025 05:30 PM,AOC,09-Jan-2026,"INR 575,729",60.0,Sasmita Munduri,09-Jan-2026 06:35 PM,177.pdf (554.00 KB),85P1 OF 2025-26,1,3188632,ASHOK KUMAR ROUT,06-Nov-2025 06:04 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,09-Jan-2026 06:26 PM,techsummary_561100.pdf (2828.80 KB),EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,09-Jan-2026 06:31 PM,finsummary_561100.pdf (2828.80 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_120608_1,TENDERONLINEDNAYAGARH42526,"Repair to HL bridge over river Lunijhara on Khedabarana to Saluni road such as Repair of railing and post, BT repair in app road with PMC and SC for the year 2025-26",1.0,3210589.0,DEBASIS PAIKERA,INR,"575,729",Finance,Technical Evaluation Committee,Sasmita Munduri,09-Jan-2026 06:24 PM,finance_561100.pdf,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3200006,BASANTI SWAIN,10-Nov-2025 06:35 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3187096,BHAGIRATHI PRADHAN,07-Nov-2025 04:42 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3212322,BIKRAM PRADHAN,11-Nov-2025 12:48 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3206480,BIPIN KUMAR NAYAK,10-Nov-2025 10:11 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3208470,CHANDAN BEHERA,10-Nov-2025 04:11 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3212961,CJL CONSTRUCTIONS PRIVATE LIMITED,11-Nov-2025 02:03 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3210589,DEBASIS PAIKERA,11-Nov-2025 12:50 AM,Accepted-AOC,AOC,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3205177,ELISA NAYAK,10-Nov-2025 07:20 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3209385,PRATAP CHANDRA BEHERA,10-Nov-2025 06:36 PM,Rejected-AOC,L1,09-Jan-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
