Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,04-Nov-2025 09:52 PM,06-Nov-2025 11:30 AM,techsummary_551952.pdf (323.58 KB),1.0,3101070.0,KAPILASH INFRASOL PROJECTS PRIVATE LIMITED,INR,"90,519,277",ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_117832_1,E-procurement Notice No. 42/OCCL/2025-26(on-line),Improvement to service road of RMC from RD 28.69 Km to RD 51.00 Km of Rushikulya Irrigation System.,Finance,Opened Successfully.,Pratap Chandra Chaudhury,06-Nov-2025 11:56 AM,,BOQ Comparative Chart,1,3103795,ACP CONSTRUCTION,30-Sep-2025 06:30 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 11:16 AM,Technical,Opened Successfully.,Pratap Chandra Chaudhury,04-Oct-2025 03:39 PM,,15-Jan-2026,"INR 106,480,740",365.0,Sarat Chandra Ghadei,20-Jan-2026 05:43 PM,AOC_RUSHIKULYA.pdf (3077.00 KB),AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Sarat Chandra Ghadei,09-Jan-2026 11:16 AM,finsummary_551952.pdf (2308.55 KB),AOC,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012","10,65,000",Yes,fixed,,Nil,Nil,"11,800",Nil,Nil,No,09-Sep-2025 06:00 PM,04-Oct-2025 12:00 PM,09-Sep-2025 06:00 PM,03-Oct-2025 05:30 PM,09-Sep-2025 06:00 PM ,15-Sep-2025 03:30 PM ,09-Sep-2025 06:00 PM,03-Oct-2025 05:30 PM,06-Nov-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate, Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",1.0,ICICI BANK,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No. 42/OCCL/2025-26(on-line),2025_OCCL_117832_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement to service road of RMC from RD 28.69 Km to RD 51.00 Km of Rushikulya Irrigation System.,Improvement to service road of RMC from RD 28.69 Km to RD 51.00 Km of Rushikulya Irrigation System.,AS PER DTCN. ,NA ,"10,64,80,740",Civil Works - Others,NA ,Tender,90.0,365.0,near Digapahandi town in Ganjam district.,761012.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3105927,B Manoj Kumar Rao,03-Oct-2025 10:16 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3107895,DILIP KUMAR SWAIN,03-Oct-2025 05:20 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3101070,KAPILASH INFRASOL PROJECTS PRIVATE LIMITED,27-Sep-2025 05:46 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,20-Jan-2026 05:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3105042,K.Rabinarayan Das,01-Oct-2025 08:59 PM,Rejected-Technical,Non - Responsive.,04-Nov-2025 09:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3106232,Nilachala Sahu,03-Oct-2025 10:33 AM,Rejected-Technical,Non - Responsive.,04-Nov-2025 09:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,3094649,SURENDRA KUMAR MAHAKUDA,02-Oct-2025 05:33 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,3107046,SWAPNESWAR PROJECTS PRIVATE LIMITED,03-Oct-2025 01:52 PM,Rejected-Technical,Non - Responsive.,04-Nov-2025 09:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
