Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of 24 x 7 PHC Building at Gopalpur in the District of Ganjam.,Building work (Composite Bid),Please refer Tender documents. ,NA ,"2,03,62,344",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Gopalpur, Ganjam",761002.0,NA ,NA ,NA ,"O/o the CCE, SC RandB, Berhampur",No ,No,"2,03,700",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR,"CCE, SC - (RandB)-BAM-03/2025-26",2025_EICCL_114343_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Proof of deposit of EMD and Tender, Registration Certificate, PAN, GSTIN, affidavit",1.0,ICICI BANK,10-Jun-2025 05:00 PM,25-Jun-2025 11:30 AM,10-Jun-2025 05:00 PM,24-Jun-2025 05:30 PM,10-Jun-2025 05:00 PM ,23-Jun-2025 05:00 PM ,10-Jun-2025 05:00 PM,24-Jun-2025 05:30 PM,09-Sep-2025 04:30 PM,"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"Southern Circle RandB, Courtpeta, Berhampur, Ganjam, 760004",AOC,Chief Construction Engineer,Internal,"EE, O/o the CCE SC RandB, Berhampur, SE and DAO, Ganjam RandB Division No.II, Berhampur, AE, Estr, O/o the CCE SC RandB, Berhampur",Damodar Kaibartta,03-Jan-2026 12:11 PM,finsummary_542757.pdf (408.54 KB),Technical,"10 Nos bidder participated in this tender, received scan copy of documents which are under scrutiny.",P Sandhyarani,25-Jun-2025 02:05 PM,technical_542757.pdf,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR,2025_EICCL_114343_2,"CCE, SC - (RandB)-BAM-03/2025-26",Construction of 24 x 7 PHC Building at Gopalpur in the District of Ganjam.,1.0,2977743.0,Anup Kumar Dash,INR,"17,310,028",03-Jan-2026,"INR 17,310,028",180.0,Damodar Kaibartta,03-Jan-2026 12:20 PM,AOC_PHCGopalpur.pdf (667.00 KB),1st lowest Sri Anup Kumar Das through lottery,1,2977743,Anup Kumar Dash,22-Jun-2025 09:18 PM,Accepted-AOC,Success in Lottery,03-Jan-2026 12:20 PM,Finance,Nine Nos BOQ received which are under scrutiny.,P Sandhyarani,09-Sep-2025 05:12 PM,finance_542757.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,"EE, SC (RandB),Berhampur, SE and DAO, Ganjam-II, Berhampur, SE Estr, SC (RandB), Berhampur",Damodar Kaibartta,06-Sep-2025 03:48 PM,09-Sep-2025 04:30 PM,techsummary_542757.pdf (1844.50 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of ownership of machineries, lease deed, MOU, other documents and forms as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2979248,Biswa Ranjan Patro / Ms Somanath Constn,24-Jun-2025 05:15 PM,Rejected-AOC,Unsuccess in Lottery,03-Jan-2026 12:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2979096,CHANDRA SEKHAR PRADHAN,24-Jun-2025 05:03 PM,Rejected-AOC,Unsuccess in Lottery,03-Jan-2026 12:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2978210,CHINMAYA KUMAR PRAHARAJ,23-Jun-2025 01:23 PM,Rejected-AOC,Unsuccess in Lottery,03-Jan-2026 12:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2979164,Debasish Mishra,24-Jun-2025 02:39 PM,Rejected-AOC,2nd Lowest quoted 9.99 percent less,03-Jan-2026 12:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2978604,PRANAB KUMAR PATRA,23-Jun-2025 07:52 PM,Rejected-Technical,Disqualified by the TEC as per DTCN Cl No.113g,06-Sep-2025 03:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2978565,Rabindra Kumar Sahu,24-Jun-2025 10:11 AM,Rejected-AOC,Unsuccess in Lottery,03-Jan-2026 12:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2978534,Sankar Sahu,24-Jun-2025 03:44 PM,Rejected-AOC,Unsuccess in Lottery,03-Jan-2026 12:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2977369,SUJIT KUMAR NAHAK,21-Jun-2025 09:23 PM,Rejected-AOC,Unsuccess in Lottery,03-Jan-2026 12:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2976901,Sunil Kumar Panda,22-Jun-2025 07:41 AM,Rejected-AOC,Unsuccess in Lottery,03-Jan-2026 12:20 PM,,,,,,,,,,,,,,AOC
