EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"3,360",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Repair to E Type Staff Quarter Building at Bissam Cuttack Police Station for the year 2025-26 in the district of Rayagada,Repair to E Type Staff Quarter Building at Bissam Cuttack Police Station for the year 2025-26 in the district of Rayagada,NA ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,"O/O the RURAL WORKS DIVISION, RAYAGADA",No ,No,Executive Engineer,"O/O the ExecutiveEngineer,RWCircle,Rayagada near Hathipatharroad,Raniguda Farm","2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC and other papers as per DTCN,17-Nov-2025 11:00 AM,28-Nov-2025 11:00 AM,17-Nov-2025 11:00 AM,27-Nov-2025 05:00 PM,17-Nov-2025 11:00 AM ,26-Nov-2025 05:00 PM ,17-Nov-2025 11:00 AM,27-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,EERWRGD Online 10 2025 26,2025_CERWI_121393_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,,Prasanna Kumar Pattanaik,29-Jan-2026 06:02 PM,finsummary_564822.pdf (2790.70 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,2025_CERWI_121393_1,EERWRGD Online 10 2025 26,Repair to E Type Staff Quarter Building at Bissam Cuttack Police Station for the year 2025-26 in the district of Rayagada,1.0,3256438.0,AJIT KUMAR SENAPATI,INR,"285,459.703",Finance,verified,Prasanna Kumar Pattanaik,29-Nov-2025 12:23 PM,,BOQ Comparative Chart,29-Jan-2026,"INR 285,459.703",30.0,Prasanna Kumar Pattanaik,29-Jan-2026 06:06 PM,WORKORDERSTAFFQTRBUILDING.pdf (2791.00 KB),1,3256438,AJIT KUMAR SENAPATI,26-Nov-2025 11:55 PM,Accepted-AOC,AS PER LOTTER WINER,29-Jan-2026 06:07 PM,Executive Engineer,Internal,,Prasanna Kumar Pattanaik,29-Jan-2026 05:58 PM,techsummary_564822.pdf (346.62 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3254002,ANAM CONSTRUCTION,25-Nov-2025 01:08 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3257696,Balaram Panigrahi,26-Nov-2025 09:21 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3251643,BIBHISEN PALAKA,24-Nov-2025 05:55 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3256454,BIKRAM HIAL,26-Nov-2025 11:32 AM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3251678,DAMBURUDHAR HIAL,24-Nov-2025 05:13 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3258229,DAS PIDIKAKA,27-Nov-2025 01:44 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3258376,NANDA KISHOR PRASAD CHOURASIA,26-Nov-2025 11:26 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3258673,RAINA KADRAKA,26-Nov-2025 11:20 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3247171,RAMAKANTA PANDA,22-Nov-2025 08:40 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 06:07 PM,,,,,,,AOC
