Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,15-Jan-2026 04:49 PM,techsummary_568857.pdf (2352.28 KB),1,3290563,Ajaya Kumar Patra,08-Dec-2025 09:56 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,15-Jan-2026,"INR 356,310",30.0,Somanath Tripathy,15-Jan-2026 05:03 PM,679.pdf (2352.00 KB),Contract Awarded to Sri/Smt Rajendra Sahu,Finance,"18Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,10-Dec-2025 01:23 PM,finance_568857.pdf,BOQ Comparative Chart,1.0,3291153.0,Rajendra Sahu,INR,"356,310",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_122449_1,SE R and B Divn NoI Bam 36/2025-26,S/R to Residenceal Staff Qtr. To be occupied by Addl. Sub Collector at Berhampur for the year 2025-26. BUILDING,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,15-Jan-2026 04:57 PM,finsummary_568857.pdf (2352.28 KB),AOC,"2,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE R and B Divn NoI Bam 36/2025-26,2025_EICCL_122449_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,02-Dec-2025 03:00 PM,09-Dec-2025 04:30 PM,02-Dec-2025 03:00 PM,09-Dec-2025 04:00 PM,02-Dec-2025 03:00 PM ,09-Dec-2025 04:00 PM ,02-Dec-2025 03:00 PM,09-Dec-2025 04:00 PM,S/R to Residenceal Staff Qtr. To be occupied by Addl. Sub Collector at Berhampur for the year 2025-26. BUILDING,S/R to Residenceal Staff Qtr. To be occupied by Addl. Sub Collector at Berhampur for the year 2025-26. BUILDING,NA ,NA ,"4,19,139",Civil Works - Buildings,NA ,Tender,90.0,30.0,Ganjam,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.","4,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,AOC
,,,,,,2,3286137,BAPINI SETHY,07-Dec-2025 03:39 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,3,3288388,BHAGABAN PANDA,08-Dec-2025 12:34 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3291734,Chinmaya Kumar Bisoyi,09-Dec-2025 03:10 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3282900,Dandapani Pradhan,05-Dec-2025 06:36 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3286541,GOBINDA CHANDRA SETHI,07-Dec-2025 06:23 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3284707,Hrusikes Panda,06-Dec-2025 05:01 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3291718,JOGESWARA PRADHAN,09-Dec-2025 03:56 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3291378,K NARENDRA KUMAR RAO,09-Dec-2025 01:12 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3290486,LAXMI NARASINGHA PANDA,09-Dec-2025 02:29 PM,Rejected-AOC,Reject in Lottery,15-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
