S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1.0,3234133.0,Sabita Panda,INR,"571,260",Finance,Bid Opening Summary,Sarita Kumari Charchi,18-Jan-2026 05:52 PM,finance_563143.pdf,BOQ Comparative Chart,"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,18-Jan-2026 06:23 PM,finsummary_563143.pdf (328.43 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_121051_1,OnlineTender/11/SERWDG-I/25-26,SR to PWD Road Budhamaba-Polasara to Marda Road,"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,18-Jan-2026 06:02 PM,techsummary_563143.pdf (276.37 KB),18-Jan-2026,"INR 571,260",30.0,Sarita Kumari Charchi,18-Jan-2026 06:46 PM,img20260118_18433365.pdf (338.00 KB),67P1/2025-26,1,3233943,Durlabh Kumar Bisoyi,17-Nov-2025 09:55 PM,Rejected-AOC,After drawal of lottery,18-Jan-2026 06:47 PM,AOC,10-Nov-2025 05:00 PM,19-Nov-2025 11:30 AM,10-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,10-Nov-2025 05:00 PM ,17-Nov-2025 03:00 PM ,10-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,"6,720",Yes,fixed,,Nil,Nil,SR to PWD Road Budhamaba-Polasara to Marda Road,SR to PWD Road Budhamaba-Polasara to Marda Road,NA ,NA ,"6,72,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-I, GANJAM, BERHAMPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,OnlineTender/11/SERWDG-I/25-26,2025_CERWI_121051_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"E.E., R.W. Division-I, Ganjam, Berhampur","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3232754,Kongres Das,17-Nov-2025 04:08 PM,Rejected-AOC,After drawal of lottery,18-Jan-2026 06:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3228818,PADMA CHARAN PANIGRAHI,16-Nov-2025 10:57 AM,Rejected-AOC,After drawal of lottery,18-Jan-2026 06:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3234133,Sabita Panda,18-Nov-2025 10:01 AM,Accepted-AOC,After drawal of lottery,18-Jan-2026 06:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3233446,SIMANCHAL SETHI,17-Nov-2025 06:47 PM,Rejected-AOC,After drawal of lottery,18-Jan-2026 06:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
