Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, RC, PAN, GSTIN, Affidavits and other required documents as per DTCN.",CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,01(Onilne)/RWD/UDALA/2025-26,2025_CERWI_120111_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SR to Udala to Chhotraipur road for the year 2025-26.,SR to Udala to Chhotraipur road for the year 2025-26.,Please refer Tender documents. ,NA ,"21,43,000",Civil Works - Roads,NA ,Tender,90.0,60.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,"21,430",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,28-Oct-2025 12:30 PM,06-Nov-2025 05:30 PM,28-Oct-2025 12:30 PM,06-Nov-2025 05:00 PM,28-Oct-2025 12:30 PM ,06-Nov-2025 03:00 PM ,28-Oct-2025 12:30 PM,06-Nov-2025 05:00 PM,1.0,Date Corrigendum,Date,,1.0,ICICI BANK,SE RWD Udala,SE RWD Udala,AOC,SE RWD Udala,Internal,,Haripriya Behera,05-Jan-2026 12:52 PM,finsummary_558620.pdf (2392.54 KB),SE RWD Udala,Internal,,Haripriya Behera,05-Jan-2026 11:24 AM,techsummary_558620.pdf (2392.54 KB),1,3181120,AJAY KUMAR SETHI,04-Nov-2025 03:04 PM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,1.0,3175010.0,ARNAB KUMAR PRADHAN,INR,"1,821,634",CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_120111_33,01(Onilne)/RWD/UDALA/2025-26,SR to Udala to Chhotraipur road for the year 2025-26.,05-Jan-2026,"INR 1,821,634",60.0,Haripriya Behera,05-Jan-2026 12:57 PM,ChhotAgt.pdf (604.00 KB),Finance,44 Nos of bidders admitted,Haripriya Behera,05-Jan-2026 11:19 AM,,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Revised DTCN,Other,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,2,3179843,AJIT KUMAR BEHERA,04-Nov-2025 11:30 AM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3189048,AMIT KUMAR POTHAL,06-Nov-2025 02:13 PM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3186187,ANANTA PARIDA,06-Nov-2025 11:35 AM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3183250,ANIL KUMAR GHADEI,06-Nov-2025 12:15 PM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3175010,ARNAB KUMAR PRADHAN,06-Nov-2025 04:35 AM,Accepted-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3175965,ARPIT ROUT,03-Nov-2025 07:16 AM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3189741,Atanu Pattnaik,06-Nov-2025 03:59 PM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3183328,BIKASH RANJAN NAYAK,05-Nov-2025 10:58 AM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3179426,BISHESWAR ROUT,04-Nov-2025 07:04 AM,Rejected-AOC,L1,05-Jan-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
