S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,"2,539",Yes,percentage,1.0%,Nil,Nil,17-Nov-2025 01:30 PM,29-Nov-2025 11:00 AM,17-Nov-2025 01:30 PM,28-Nov-2025 05:30 PM,17-Nov-2025 01:30 PM ,28-Nov-2025 05:30 PM ,17-Nov-2025 01:30 PM,28-Nov-2025 05:30 PM,"2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH52526,2025_CERWI_121429_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Govt. Homeopathic Dispensary Building at Kendudhipi for the year 2025-26,S/R to Govt. Homeopathic Dispensary Building at Kendudhipi for the year 2025-26,NA ,NA ,"2,53,877",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",AOC,20-Jan-2026,"INR 215,821",60.0,Chittaranjan Mishra,20-Jan-2026 06:22 PM,417.pdf (427.00 KB),135P1 OF 2025-26,1,3262602,AKSHAY KUMAR MANGARAJ,28-Nov-2025 11:25 AM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,20-Jan-2026 06:11 PM,techsummary_565022.pdf (3883.35 KB),EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,20-Jan-2026 06:16 PM,finsummary_565022.pdf (3883.35 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_121429_1,TENDERONLINEDNAYAGARH52526,S/R to Govt. Homeopathic Dispensary Building at Kendudhipi for the year 2025-26,1.0,3258872.0,BASANTI SWAIN,INR,"215,821",Finance,Technical Evalution Committe,Chittaranjan Mishra,20-Jan-2026 06:08 PM,finance_565022.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3251687,ANANDA KUMAR PANDA,25-Nov-2025 03:37 PM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3258326,ASHOK KUMAR ROUT,27-Nov-2025 12:23 PM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3258872,BASANTI SWAIN,26-Nov-2025 11:57 PM,Accepted-AOC,AOC,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3247792,BISWOMBER SETHI,24-Nov-2025 01:43 PM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3260089,DIPAK PRADHAN,27-Nov-2025 01:56 PM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3257973,GOUTAM PARIDA,26-Nov-2025 09:08 PM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3245484,MANORANJAN JENA,23-Nov-2025 03:38 PM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3246617,MISIRA KUMAR DHAR,22-Nov-2025 04:50 PM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3255042,M/S N.B. ENTERPRISES,25-Nov-2025 07:17 PM,Rejected-AOC,L1,20-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
