EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"24,930",Yes,fixed,,Nil,Nil,08-Dec-2025 11:00 AM,16-Dec-2025 11:00 AM,08-Dec-2025 11:00 AM,15-Dec-2025 05:30 PM,08-Dec-2025 11:00 AM ,15-Dec-2025 05:30 PM ,08-Dec-2025 11:00 AM,15-Dec-2025 05:30 PM,Divisional Officer,"RURAL WORKS DIVISION, KORAPUT","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,SERWKPT ONLINE 02/2025-26,2025_CERWI_122766_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD ,RC, PAN, GST and Court Affidavit etc as per DTCN",Kandulabeda - Siribeda-0/6990 kM.-14/000 Km_Road_RCC Culvert(1X4X3) and Protection wall_At 7/240 km 7/200 to 8/620,Kandulabeda - Siribeda-0/6990 kM.-14/000 Km_Road_RCC Culvert(1X4X3) and Protection wall_At 7/240 km 7/200 to 8/620,NA ,NA ,"24,91,785",Civil Works - Roads,NA ,Tender,90.0,90.0,Koraput,764020.0,Superintending Engineer RWD Koraput ,Superintending Engineer RWD Koraput ,08-Dec-2025 11:00 AM ,"RURAL WORKS DIVISION, KORAPUT",No ,No,AOC,1,3303807,AMLANJYOTI PATNAIK,15-Dec-2025 02:38 PM,Accepted-AOC,Qualified after drawl of lottery,30-Jan-2026 06:39 PM,30-Jan-2026,"INR 2,118,267",90.0,Srikrushna Sabar,30-Jan-2026 06:39 PM,Kandulbeda_A.pdf (432.00 KB),Agreement Drawn,Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,30-Jan-2026 04:06 PM,techsummary_570109.pdf (640.58 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,2025_CERWI_122766_1,SERWKPT ONLINE 02/2025-26,Kandulabeda - Siribeda-0/6990 kM.-14/000 Km_Road_RCC Culvert(1X4X3) and Protection wall_At 7/240 km 7/200 to 8/620,Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,30-Jan-2026 04:12 PM,finsummary_570109.pdf (640.58 KB),Finance,summary,Srikrushna Sabar,17-Jan-2026 11:57 AM,finance_570109.pdf,BOQ Comparative Chart,1.0,3303807.0,AMLANJYOTI PATNAIK,INR,"2,118,267",AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,AOC,2,3299839,Arvind Kumar,15-Dec-2025 11:10 AM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3303290,BIPIN KUMAR SAHU,15-Dec-2025 01:13 PM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3303408,GHANASYAM BISOI,15-Dec-2025 01:28 PM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3304202,LIZA BHATTA,15-Dec-2025 03:59 PM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3301357,M.BHAGYA LAXMI,14-Dec-2025 03:54 PM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3299566,PURNA KUMAR SAHU,13-Dec-2025 01:48 PM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3297549,RABINDRA PRANIGRAHI,12-Dec-2025 07:48 PM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3304364,RAGHUNATH SWAIN,15-Dec-2025 04:41 PM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3302866,SACHIDANANDA SAHOO,15-Dec-2025 12:34 PM,Rejected-AOC,Lost in lottery,30-Jan-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
