Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Finance,Total three nos of financial bid received and opened,MANISHA SAMAL,06-Sep-2025 11:49 AM,,BOQ Comparative Chart,1.0,3016513.0,ACHARYA BROTHERS CONSTRUCTION PVT LTD,07-Aug-2025 01:06 PM,Rejected-Finance,L3 bidder,06-Jan-2026 06:48 PM,Technical,Total Three (03) Nos. of Technical bids were Received and Opened,Shreeya Kumari Varma,08-Aug-2025 12:30 PM,,06-Jan-2026,"INR 240,100,000",365.0,Binodini Behera,06-Jan-2026 06:50 PM,NTP.pdf (348.00 KB),EIC-cum-Managing Director,Internal,,Binodini Behera,06-Jan-2026 06:48 PM,finsummary_544368.pdf (301.38 KB),EIC-cum-Managing Director,Internal,,Shreeya Kumari Varma,04-Sep-2025 05:13 PM,06-Sep-2025 11:30 AM,techsummary_544368.pdf (83.15 KB),Orissa Bridge and Construction Corporation Ltd,2025_OBCC_114843_1,12/Tender/OBCC/2025-26,"Integrated Development work for Maa Mangala Temple, Kakatpur Puri under PRASAD Scheme (Zone-wise development inside the temple complex and in the surrounding area.",1.0,2994025.0,SCS Constructions India Pvt Ltd,INR,"240,100,000",AOC,1.0,ICICI BANK,"Integrated Development work for Maa Mangala Temple, Kakatpur Puri under PRASAD Scheme (Zone-wise development inside the temple complex and in the surrounding area.","Integrated Development work for Maa Mangala Temple, Kakatpur, Puri under PRASAD Scheme (Zone-wise development inside the temple complex and in the surrounding area).",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,120.0,365.0,"Kakatpur, Puri",752108.0,through VC ,"Vikash Bhawan, Nayapalli, Bhubaneshwar ",30-Jun-2025 12:30 PM ,"Vikash Bhawan, Nayapalli, Bhubaneshwar",No ,No,Orissa Bridge and Construction Corporation Ltd,12/Tender/OBCC/2025-26,2025_OBCC_114843_1,Yes,National Competitive Bid,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum_2,Date,,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN, GST and other Documents as per RFP","25,59,000",No,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,25-Jun-2025 02:00 PM,08-Aug-2025 11:30 AM,25-Jun-2025 02:00 PM,07-Aug-2025 05:00 PM,25-Jun-2025 02:00 PM ,30-Jun-2025 12:00 PM ,25-Jun-2025 02:00 PM,07-Aug-2025 05:00 PM,06-Sep-2025 11:30 AM,EIC-cum-Managing Director OBCC,"Vikash Bhawan, Nayapalli, Bhubaneshwar",AOC
,,,,,,2.0,3018356.0,Savani Construction Co. Pvt Ltd,30-Jul-2025 07:14 PM,Rejected-Finance,L2 bidder,06-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per RFP-1,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,2994025.0,SCS Constructions India Pvt Ltd,31-Jul-2025 12:47 PM,Accepted-AOC,L1 bidder,06-Jan-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per RFP-2,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per RFP-3,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per RFP-4,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
