Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Orissa Mining Corporation,2025_OMC_116360_1,OMC/E-PROC/CP/010/2025-26 Dated. 02.08.2025,Supply of Turkish towel,Technical,Technical opening summary,Banita Kumari Patra,01-Sep-2025 05:53 PM,technical_548094.pdf,GM(Finance),Internal,"Sr.Manager(CA)Legal, Sr.Manager(CP),DGM(Persnl)PRO",Banita Kumari Patra,03-Jan-2026 03:22 PM,finsummary_548094.pdf (756.99 KB),Finance,Financial opening summary,Banita Kumari Patra,09-Oct-2025 10:49 AM,finance_548094.pdf,BOQ Comparative Chart,03-Jan-2026,"INR 2,633,557.5",90.0,Banita Kumari Patra,03-Jan-2026 03:25 PM,LOATurkish.pdf (371.00 KB),Awarded for the work including GST,1.0,3024914.0,SHANKAR TEXTILES,INR,"2,633,557.5",GM(Finance),Internal,"Sr.Manager(CA)Legal, Sr.Manager(CP), DGM(Persnl)",Banita Kumari Patra,26-Sep-2025 05:08 PM,26-Sep-2025 05:30 PM,techsummary_548094.pdf (786.00 KB),1,3050367,MANGAL CORPORATION,30-Aug-2025 06:40 PM,Rejected-Technical,Techno-commercially Disqualified,26-Sep-2025 05:08 PM,AOC,Head(Contract and Procurement),"OMC Ltd., OMC House, Bhubaneswar",Supply of Turkish towel,Supply of Turkish towel,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,180.0,90.0,"OMC Ltd., Bhubaneswar",751001.0,NA ,NA ,NA ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,04-Aug-2025 11:00 AM,01-Sep-2025 05:00 PM,04-Aug-2025 11:00 AM,01-Sep-2025 03:00 PM,04-Aug-2025 11:00 AM ,11-Aug-2025 05:00 PM ,04-Aug-2025 11:00 AM,01-Sep-2025 03:00 PM,26-Sep-2025 05:30 PM,1.0,Corrigendum 2,Date,,1.0,Fee/PreQual/Technical,.pdf,"PAN,GSTIN and other documents as per DTCN",Orissa Mining Corporation,OMC/E-PROC/CP/010/2025-26 Dated. 02.08.2025,2025_OMC_116360_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"5,900",0.0,Nil,Nil,Yes,"52,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3056193,PARIBAAR INDUSTRIES,01-Sep-2025 02:01 PM,Rejected-Technical,Techno-commercially Disqualified,26-Sep-2025 05:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum 1,Other,,,,.pdf,Any other documents as per DTCN,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3024914,SHANKAR TEXTILES,25-Aug-2025 05:20 PM,Accepted-AOC,Awarded for the work including GST,03-Jan-2026 03:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3049556,V B SONS,30-Aug-2025 05:02 PM,Rejected-Technical,Techno-commercially Disqualified,26-Sep-2025 05:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Rate of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
