Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain.1,Tender Reference Number.1,Tender ID.1,Withdrawal Allowed.1,Tender Type.1,Form of contract.1,Tender Category.1,No. of Covers.1,General Technical Evaluation Allowed.1,ItemWise Technical Evaluation Allowed.1,Payment Mode.1,Is Multi Currency Allowed For BOQ.1,Is Multi Currency Allowed For Fee.1,Allow Two Stage Bidding.1,Tender Fee in ₹.1,Fee Payable To.1,Fee Payable At.1,Tender Fee Exemption Allowed.1,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹.1,EMD Exemption Allowed.1,EMD Fee Type.1,EMD Percentage.1,EMD Payable To.1,EMD Payable At.1,S.No.1,Bank Name,Name,Address,Title.1,Work Description.1,Pre Qualification Details.1,Independent External Monitor/Remarks.1,Tender Value in ₹.1,Product Category.1,Sub category.1,Contract Type.1,Bid Validity(Days).1,Period Of Work(Days).1,Location.1,Pincode.1,Pre Bid Meeting Place.1,Pre Bid Meeting Address.1,Pre Bid Meeting Date.1,Bid Opening Place.1,Should Allow NDA Tender.1,Allow Preferential Bidder.1,Publish Date.1,Bid Opening Date.1,Document Download / Sale Start Date.1,Document Download / Sale End Date.1,Clarification Start Date.1,Clarification End Date.1,Bid Submission Start Date.1,Bid Submission End Date.1,Financial Bid Opening Date,Organisation Chain.2,Tender Reference Number.2,Tender ID.2,Withdrawal Allowed.2,Tender Type.2,Form of contract.2,Tender Category.2,No. of Covers.2,General Technical Evaluation Allowed.2,ItemWise Technical Evaluation Allowed.2,Payment Mode.2,Is Multi Currency Allowed For BOQ.2,Is Multi Currency Allowed For Fee.2,Allow Two Stage Bidding.2,Tender Fee in ₹.2,Fee Payable To.2,Fee Payable At.2,Tender Fee Exemption Allowed.2,Cover No,Cover,Document Type,Description,Cover No.1,Cover.1,Document Type.1,Description.1,EMD Amount in ₹.2,EMD Exemption Allowed.2,EMD Fee Type.2,EMD Percentage.2,EMD Payable To.2,EMD Payable At.2,Name.1,Address.1,Publish Date.2,Bid Opening Date.2,Document Download / Sale Start Date.2,Document Download / Sale End Date.2,Clarification Start Date.2,Clarification End Date.2,Bid Submission Start Date.2,Bid Submission End Date.2,Cover No.2,Cover.2,Document Type.2,Description.2,Name.2,Address.2,Title.2,Work Description.2,Pre Qualification Details.2,Independent External Monitor/Remarks.2,Tender Value in ₹.2,Product Category.2,Sub category.2,Contract Type.2,Bid Validity(Days).2,Period Of Work(Days).2,Location.2,Pincode.2,Pre Bid Meeting Place.2,Pre Bid Meeting Address.2,Pre Bid Meeting Date.2,Bid Opening Place.2,Should Allow NDA Tender.2,Allow Preferential Bidder.2,S.No.2,Bank Name.1,S.No.3,Bank Name.2,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"7,080",Nil,Nil,No,06-Jan-2026 11:00 AM,16-Jan-2026 12:30 PM,06-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,06-Jan-2026 11:00 AM ,13-Jan-2026 05:00 PM ,06-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,WATCO Bhubaneswar||Director (Projects) Watco||GM WATCO PROJECT DIVISION SAMBALPUR,09/ Project/WATCO/SBP/ 2025-26 Dated 17.01.2026,2026_WPDS_125125_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,2025_WDRKL_122331_1,GM WATCO/RKL-18/2025-26 dt.18.11.2025,Provision for supply and installation of SCADA System to monitor and control of 24 x7 water supply system for DMA-1 to DMA 15 under Rourkela Municipality area,"62,700",Yes,fixed,,Nil,Nil,1.0,Change in Criteria/Specification of DTCN,Technical Bid,,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,GMWATCORKL- 20/2025-26 dt.29.12.2025,2026_WDRKL_124215_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"11,800",Nil,Nil,No,Construction of Sludge Storage -cum-drying shed at Sewage Treatment Plant of Sambalpur.,Construction of Sludge Storage -cum-drying shed at Sewage Treatment Plant of Sambalpur.,Please refer Tender documents. ,NA ,"27,36,160",Civil Works - Water Works,Shed ,Tender,120.0,60.0,Dhanupali,768005.0,NA ,NA ,NA ,Sambalpur,No ,No,"28,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"General Manager, WATCO Project Division, Sambalpur","General Manager, WATCO Project Division, Sambalpur",Provision for supply and installation of SCADA System to monitor and control of 24 x7 water supply system for DMA-1 to DMA 15 under Rourkela Municipality area,Provision for supply and installation of SCADA System to monitor and control of 24 x7 water supply system for DMA-1 to DMA 15 under Rourkela Municipality area,Please refer Tender documents. ,NA ,"62,70,000",Civil Works - Water Works,NA ,Tender,120.0,90.0,Rourkela,769004.0,NA ,NA ,NA ,"O/o G.M WATCO Division, Rourkela",No ,No,01-Dec-2025 11:00 AM,15-Dec-2025 12:30 PM,01-Dec-2025 11:00 AM,12-Dec-2025 05:00 PM,01-Dec-2025 11:00 AM ,10-Dec-2025 05:00 PM ,01-Dec-2025 11:00 AM,12-Dec-2025 05:00 PM,03-Jan-2026 12:00 PM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,GM WATCO/RKL-18/2025-26 dt.18.11.2025,2025_WDRKL_122331_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,080",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender paper, EMD,PAN, GST, Certificate and other documents etc as per DTCN",1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender paper, EMD,PAN, GST, Certificate and other documents etc as per DTCN","10,487",Yes,fixed,,Nil,Nil,"G.M WATCO Division, Rourkela","G.M WATCO Division,Panposh, Rourkela",28-Jan-2026 04:30 PM,07-Feb-2026 12:30 PM,28-Jan-2026 04:30 PM,06-Feb-2026 05:00 PM,NA ,NA ,28-Jan-2026 04:30 PM,06-Feb-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","G.M WATCO Division, Rourkela","O/o G.M WATCO Division, Rourkela",Upgradation of existing 250 KVA transformer to 350 KVA at clear water pump house Ranibandh Rajgangpur,Upgradation of existing 250 KVA transformer to 350 KVA at clear water pump house Ranibandh Rajgangpur,Please refer Tender documents. ,NA ,"10,48,660",Civil Works - Water Works,NA ,Tender,120.0,60.0,Rajgangpur,770017.0,NA ,NA ,NA ,"O/o G.M WATCO Division, Rourkela",No ,No,1.0,ICICI BANK,1.0,ICICI BANK,AOC,Technical,Summary,Sridhar Pattnaik,23-Dec-2025 12:43 PM,technical_568457.pdf,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,2025_WDRKL_122331_1,GM WATCO/RKL-18/2025-26 dt.18.11.2025,Provision for supply and installation of SCADA System to monitor and control of 24 x7 water supply system for DMA-1 to DMA 15 under Rourkela Municipality area,General Manager,Internal,Manager,Sridhar Pattnaik,22-Jan-2026 12:35 PM,finsummary_568457.pdf (39.11 KB),1.0,3291119.0,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,INR,"5,330,127",22-Jan-2026,"INR 5,330,127",90.0,Sridhar Pattnaik,22-Jan-2026 12:40 PM,AOC.pdf (191.00 KB),AOC,1,3291119,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,09-Dec-2025 12:01 PM,Accepted-AOC,Selected through transparent lottery,22-Jan-2026 12:40 PM,General Manager,Internal,Manager,Alekh Dalai,02-Jan-2026 01:28 PM,03-Jan-2026 12:00 PM,techsummary_568457.pdf (84.82 KB),Finance,Summary,Sridhar Pattnaik,22-Jan-2026 12:30 PM,finance_568457.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3295505,CIMCON SOFTWARE INDIA PRIVATE LIMITED,11-Dec-2025 06:27 PM,Rejected-Finance,Due to high quoted rate,22-Jan-2026 12:35 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3297860,Drite Automation and Engineering,12-Dec-2025 03:25 PM,Rejected-AOC,Not selected through transparent lottery,22-Jan-2026 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3298040,FLOWTECH AUTOMATION PRIVATE LIMITED,12-Dec-2025 04:01 PM,Rejected-AOC,Not selected through transparent lottery,22-Jan-2026 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3298184,"M/S D.S. ENGINEERING AND SERVICES, PROP-SUPRIYA DAS",12-Dec-2025 04:55 PM,Rejected-AOC,Not selected through transparent lottery,22-Jan-2026 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3290121,M/s WATCO,10-Dec-2025 05:27 PM,Rejected-AOC,Not selected through transparent lottery,22-Jan-2026 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3295979,NSPlus Technology Private Limited,12-Dec-2025 02:32 PM,Rejected-Technical,Techically not qualified,02-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3294618,parthasarathi chhotaray,12-Dec-2025 02:17 PM,Rejected-AOC,Not selected through transparent lottery,22-Jan-2026 12:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3297217,SAI APPLIED TECHNOLOGIES PVT. LTD.,12-Dec-2025 04:02 PM,Rejected-AOC,Not selected through transparent lottery,22-Jan-2026 12:40 PM,,,,,,,,,,,,,,AOC
