EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"21,100",Yes,fixed,,Nil,Nil,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",EE BOD-05/25-26,2025_CEBMT_117489_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"O/O EE,Boudh Irrigation Division, Boudh",Flood Protection works to the right bank of river Mahanadi inbetween RD 27200M TO RD 27400m(u/s to ghat) near village Sakusinga of SIP.,River Protection,Please refer Tender documents. ,NA ,"21,02,000",Civil Works - Others,NA ,Tender,90.0,120.0,Boudh,762014.0,NA ,NA ,NA ,"O/O EE,Boudh Irrigation Division, Boudh",No ,No,03-Sep-2025 11:00 AM,17-Sep-2025 11:00 AM,03-Sep-2025 11:00 AM,16-Sep-2025 05:00 PM,03-Sep-2025 11:00 AM ,12-Sep-2025 05:00 PM ,03-Sep-2025 11:00 AM,16-Sep-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, GST,PAN, Contractor RC,NRC,Affidavits","6,000",0.0,Nil,Nil,No,AOC,1,3082863,AKASH MAHAPATRA,16-Sep-2025 10:27 AM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,28-Feb-2026,"INR 1,787,582",120.0,BISHNUPRIYA DEHURI,27-Jan-2026 05:00 PM,W2.pdf (666.00 KB),executive Engineer,Internal,,NARESH KUMAR BARIK,06-Oct-2025 01:28 PM,techsummary_550787.pdf (1808.75 KB),"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",2025_CEBMT_117489_2,EE BOD-05/25-26,Flood Protection works to the right bank of river Mahanadi inbetween RD 27200M TO RD 27400m(u/s to ghat) near village Sakusinga of SIP.,Executive Engineer,Internal,,BISHNUPRIYA DEHURI,30-Oct-2025 04:24 PM,finsummary_550787.pdf (1312.96 KB),Finance,tender already opened on dt 17.9.25,BISHNUPRIYA DEHURI,22-Sep-2025 12:51 PM,,BOQ Comparative Chart,1.0,3062875.0,DEBADATTA KHAMARI,INR,"1,787,582",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,financial,,,,,,AOC,2,3080745,ANCHAL AGRAWAL,16-Sep-2025 04:09 PM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3079436,ASHISH KUMAR BEHERA,14-Sep-2025 12:58 PM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3078003,ASHISH SINGH,12-Sep-2025 07:31 PM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3082843,ASHOK KUMAR MAHAKUD,16-Sep-2025 01:14 AM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3078170,ASWINI KUMAR PRADHAN,13-Sep-2025 02:10 PM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3082854,Basanta Kumar Sahoo,16-Sep-2025 02:11 AM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3083580,Bharat Kumar Pradhan,16-Sep-2025 01:54 PM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3082852,Bharat Kumar Pradhan,16-Sep-2025 11:00 AM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3083448,BIKRAM BERIHA (SC),16-Sep-2025 01:09 PM,Rejected-Finance,Not found L1 in the lottery process,30-Oct-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
