EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"9,963",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 10/2025-26,2025_CERWI_121178_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,13-Nov-2025 03:00 PM,20-Nov-2025 11:00 AM,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,13-Nov-2025 03:00 PM ,18-Nov-2025 05:00 PM ,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,"Superintending Engineer, R.W. Division, Jaleswar","At/Po- Chalanti, Via- Jaleswar",1.0,ICICI BANK,Periodical Maintenance of Ghantilodi to - Palusia for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"9,96,269",Civil Works - Roads,NA ,Tender,90.0,90.0,Jaleswar,756086.0,NA ,NA ,NA ,"Rural Works Division, Jaleswar",No ,No,AOC,Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,27-Jan-2026 02:46 PM,finsummary_563945.pdf (781.01 KB),Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,29-Nov-2025 11:59 AM,techsummary_563945.pdf (481.74 KB),27-Jan-2026,"INR 996,269",90.0,Nirupama Sankhua,27-Jan-2026 02:50 PM,ghantilodiworkorder.pdf (601.00 KB),1,3234239,BISWAJIT PARIDA,18-Nov-2025 06:39 AM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,1.0,3236524.0,NILIRANI MUKHI,INR,"846,928",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_121178_26,SE/RW/Jls- 10/2025-26,Periodical Maintenance of Ghantilodi to - Palusia for the year 2025-26.,Finance,All bidders have qualified,Soubhagya Kumar Das,29-Nov-2025 11:36 AM,,BOQ Comparative Chart,AOC
,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3234297,CHANDAN KUMAR JENA,18-Nov-2025 08:02 AM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3236577,GOURAHARI PRAMANIK,19-Nov-2025 09:19 AM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3231083,HEMANGINI NAYAK,19-Nov-2025 01:00 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3226952,MONALISHA ENTERPRISE,17-Nov-2025 06:34 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3233535,NARAYAN CHANDRA DAS,17-Nov-2025 08:36 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3236524,NILIRANI MUKHI,18-Nov-2025 09:24 PM,Accepted-AOC,The work order has issued to the agency.,27-Jan-2026 02:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3234643,NIMAI CHARAN BEHERA,19-Nov-2025 01:34 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3232803,RAMACHANDRA PRADHAN,19-Nov-2025 02:51 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3227252,RAMANIKANTA CONSTRUCTION,17-Nov-2025 12:46 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,AOC
