Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,"2,539",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH72526,2025_CERWI_123044_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,1.0,CORRIGENDUM,Other,,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",S/R to Police station building at Sarankul for the year 2025-26,S/R to Police station building at Sarankul for the year 2025-26,NA ,NA ,"2,53,905",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,11-Dec-2025 06:50 PM,23-Dec-2025 11:00 AM,11-Dec-2025 06:50 PM,22-Dec-2025 05:30 PM,11-Dec-2025 06:50 PM ,22-Dec-2025 05:30 PM ,11-Dec-2025 06:50 PM,22-Dec-2025 05:30 PM,AOC,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,29-Jan-2026 06:43 PM,finsummary_571332.pdf (4233.11 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_123044_1,TENDERONLINEDNAYAGARH72526,S/R to Police station building at Sarankul for the year 2025-26,1.0,3318136.0,NARENDRA KUMAR CHOUDHURY,INR,"215,844",Finance,Technical Evaluation Committee,Chittaranjan Mishra,29-Jan-2026 06:36 PM,finance_571332.pdf,BOQ Comparative Chart,29-Jan-2026,"INR 215,844",60.0,Chittaranjan Mishra,29-Jan-2026 06:47 PM,588.pdf (445.00 KB),150P1 OF 2025-26,1,3322732,AKSHAY KUMAR MANGARAJ,22-Dec-2025 03:34 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,29-Jan-2026 06:39 PM,techsummary_571332.pdf (4233.11 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3318466,BASANTI SWAIN,21-Dec-2025 03:54 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3310068,Bidyadhar Barad,17-Dec-2025 07:51 AM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3313428,BIKRAM PRADHAN,19-Dec-2025 01:38 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3319712,BIPIN KUMAR NAYAK,21-Dec-2025 05:44 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3318926,BISWOMBER SETHI,20-Dec-2025 01:29 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3319628,DEBASIS PAIKERA,22-Dec-2025 12:59 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3319704,GAYATRI PANDA,20-Dec-2025 06:09 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3322512,JHUNUBALA SAHOO,22-Dec-2025 02:15 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3313657,MANORANJAN JENA,20-Dec-2025 07:20 PM,Rejected-AOC,L1,29-Jan-2026 06:47 PM,,,,,,,AOC
